tweet_id,tweet_text,class_label,split
912134938727780355,"Getting food to the island is, obviously, critical.",rescue_volunteering_or_donation_effort,train
912287091026997248,"#B-FAST sending medical, reconstruction &amp; water purification equipment in #Dominica to support victims of hurricane #Maria",rescue_volunteering_or_donation_effort,train
913032371435433984,DONATE to help Puerto Rico/USVI-where our fellow Americans need us right now Join @BarackObama @  TY @common,rescue_volunteering_or_donation_effort,train
914175720968028161,@alan5422 @nytimes U.S. boots have been on the ground working to help #PuertoRico since at least 9/21/17. Per the DOD.,rescue_volunteering_or_donation_effort,train
912385296557334530,Is our Government really going forsake these wonderful US Citizens. Send help for goodness sake. Think of the children,rescue_volunteering_or_donation_effort,train
913406667705876481,#HMCSStJohns is working with Dominican officials as it helps with #HurricaneMaria relief on the island.,rescue_volunteering_or_donation_effort,train
913396628647825409,The Pennsylvania National Guard has sent 14 crew members to assist Puerto Rico in the aftermath of Hurricane Maria.,rescue_volunteering_or_donation_effort,train
911970106321842176,looking to donate to #puertorico #hurricanemaria relief #pr,rescue_volunteering_or_donation_effort,train
910745517927403522,RT @MavsFansForLife: #Mavs PG J.J. Barea (@jjbareapr) started a fund to help the people affected by Hurricane Maria. The goal is $100K. htt,rescue_volunteering_or_donation_effort,train
913369714025365504,RT @USArmyNorth: TF MEDEVAC Soldier talks preparation for assisting those affected by #HurricaneMaria as part of #USArmy assistance.,rescue_volunteering_or_donation_effort,train
911892381095604225,Marc Anthony and JLo are joining forces again to help Puerto Rico after the horrific devastation of #HurricaneMaria.,rescue_volunteering_or_donation_effort,train
912167013870600192,RT @USCGSoutheast: .@USCG Cutter Forward brings supplies and assistance to Puerto Rico following #HurricaneMaria,rescue_volunteering_or_donation_effort,train
913410585584336896,"This Cat Cares, 2 of 2: Students collecting items for Puerto Rico and victims of Hurricane Maria.",rescue_volunteering_or_donation_effort,train
913257310293712897,RT @11thHour: Tonights #LastThingBeforeWeGo? How to help those affected by Hurricane Maria in #PuertoRico  /,rescue_volunteering_or_donation_effort,train
914182319291777024,"RT @lillys_news: Puerto Rico Recovery a Tale of Two Islands; Supplies Flowing, but Not to Remote Areas",rescue_volunteering_or_donation_effort,train
913790381527093249,Please help your fellow Americans in the US Virgin Islands Puerto Rico and people of Saint Croix St Thomas Dominica donate now,rescue_volunteering_or_donation_effort,train
914469347577413632,"Today in LA: Help Puerto Rico Hurricane Maria Relief. Bring donations to Art of Acting Studio, 1017 N Orange. 8:30a - 2:30p @ArtofActingLA",rescue_volunteering_or_donation_effort,train
912192484385492993,Folks at Save a Gato in San Juan are helping cats in Puerto Rico. If you can help them that would be great. @saveagatopr #HurricaneMaria,rescue_volunteering_or_donation_effort,train
912283837371215872,"RT @JetBlue: An update on current operations in the Caribbean, and San Juan relief flights.",rescue_volunteering_or_donation_effort,train
914177475797831682,President Trump is spot on! First responders &amp; soldiers continue to provide Hurricane Maria relief in Puerto Rico despite critics in San Juan. Marine and resident clear main road.,rescue_volunteering_or_donation_effort,train
914859757520982017,How to Help #PuertoRico and Other Islands After Hurricane #Maria - local organizations helping in recovery efforts:,rescue_volunteering_or_donation_effort,train
914345320137527296,RT @TurtleWoman777: Hurricane Maria: Disaster Relief Information | American Red Cross #HelpPuertoRicoNow,rescue_volunteering_or_donation_effort,train
914647953633026048,RT @acarrolldesign: Donate directly to support Puerto Rico!! #HurricaneMaria,rescue_volunteering_or_donation_effort,train
911724592015855618,Damage in Puerto Rico Strains Relief Efforts by Agencies by THE ASSOCIATED PRESS via NYT,rescue_volunteering_or_donation_effort,train
914576991151693825,"The US &amp; many other countries including Venezuela, Cuba &amp; China are helping neighboring Caribbean country #Dominica. Fight Communism.",rescue_volunteering_or_donation_effort,train
913056932755251200,The help is on the way! #puertoricoselevanta ἟5἟7 #hurricanemaria #reliefflight,rescue_volunteering_or_donation_effort,train
913379509067542528,Donate to @funds4disasters Atlantic Hurricane Recovery Fund to help people affected by #HurricaneMaria:  #PuertoRico,rescue_volunteering_or_donation_effort,train
913005274239307777,Trumps DHS deny Puerto Rico waiver for ships to deliver supplies. The islands 3.4 million struggle to survive w/o power or clean water.,rescue_volunteering_or_donation_effort,train
914233570943799297,"RT @FranSntgoAvila: If youre in a position to donate to disaster relief in #PuertoRico after #HurricaneMaria, here are some resources: htt",rescue_volunteering_or_donation_effort,train
914648218746552320,Please donate. Our fellow citizens need us. ἟5἟7❤️἟5἟7❤️ #PuertoRico #PuertoRicoRelief,rescue_volunteering_or_donation_effort,train
912984690239393793,RT @ReedTimmerAccu: One way to help Dominica recover from #HurricaneMaria is by donating to,rescue_volunteering_or_donation_effort,train
912284681537675264,Still collecting supplies for the victims of Hurricane Irma and Maria. Bring supplies to: 4916 S. Lois Ave. @LarryMcHCSO @813area @wtsp,rescue_volunteering_or_donation_effort,train
913221106613571584,"Jets, Giants, Dolphins and NFL Join Forces to Help with Hurricane Maria Relief Efforts",rescue_volunteering_or_donation_effort,train
914199454281981952,RT @MetagameMike: Stream is live! Come donate to benefit hurricane Maria victims in Ruerto Rico!,rescue_volunteering_or_donation_effort,train
914896076347527168,.@USNavy Sailors work side-by-side with local authorities for @fema support in helping those affected by #HurricaneMaria in #PuertoRico,rescue_volunteering_or_donation_effort,train
914856986277269506,RT @DanLamothe: Directs resources to assist families arriving from hurricane-ravaged areas.,rescue_volunteering_or_donation_effort,train
914579263243857921,"#ReadyNow - @USArmy @3dESC @FtBraggNC #Soldiers are taking on #HurricaneMaria relief |  | @USArmyNorth, #USArmy἟A἟8",rescue_volunteering_or_donation_effort,train
913949902723584002,St. John Animal Care Center: The Shelter is dedicated to helping the homeless and stray animals on St. John.  #HurricaneMaria #USVirginIslandRelief,rescue_volunteering_or_donation_effort,train
912463251958530048,Family Welcome Center in Taunton collecting donations for Hurricane Maria victims in Puerto Rico,rescue_volunteering_or_donation_effort,train
913805657677205511,@NBguy101 @Drjenny6Drjenny @cnni @rihanna @realDonaldTrump And they are helping with massive shipments of Aid and the US Military,rescue_volunteering_or_donation_effort,train
914205749013893120,Here is a great place to donate if you are looking to help victims of Hurricane Maria in Puerto @PRrelief:,rescue_volunteering_or_donation_effort,train
914225827210043392,RT @georgelopez: Puerto Rico needs your help! Please click  to help the victims of Hurricane Maria and Caregivers d,rescue_volunteering_or_donation_effort,train
913364781930893313,"Were airlifting Huggy tents to #Tortola for a major NGO, in the aftermath of #HurricaneIrma and #hurricanemaria.",rescue_volunteering_or_donation_effort,train
913545327923183616,"As mentioned in last nights stream, if you wish to support the Maria efforts directly, feel free to check out",rescue_volunteering_or_donation_effort,train
914152823515942913,Interesting timeline of gvt assistance in PR and VI. Sounds a lot better on paper than reality looks in photos.,rescue_volunteering_or_donation_effort,train
914110017632133121,RT @agentsaba: Bid on critiques from me and many fantastic publishing professionals for Hurricane Maria relief! #PUBforPR,rescue_volunteering_or_donation_effort,train
911969796115251201,"RT @teaganwhite: $5 from each sale will be donated to @SierraClubs Hurricane Maria relief fund, which will support community-led relief in",rescue_volunteering_or_donation_effort,train
914141483350945792,The best charities to donate to for victims of Hurricane Maria in Puerto Rico  #HurricaneMaria,rescue_volunteering_or_donation_effort,train
913341603309334528,RT @ChristineNagy: Heres How New Yorkers can help #PuertoRico with #HurricaneMaria Relief.,rescue_volunteering_or_donation_effort,train
913484686919393281,Wrath of #HurricaneMaria has left our fellow Americans in #PuertoRico w/o resources. But help is on the way as relief &amp; recovery continues.,rescue_volunteering_or_donation_effort,train
913920216870113282,Corporate donations for Hurricane Maria relief top $24 million #infinitefireinc #corporatedonationsformaria,rescue_volunteering_or_donation_effort,train
913205694513459200,Im so happy to be raising money for this organization.,rescue_volunteering_or_donation_effort,train
911649093939843072,RT @DA_RELIEF: Thank you to all those dropping donations and showing us love #Dominica #hurricaneMaria #Hackney #london,rescue_volunteering_or_donation_effort,train
914656482360201217,"@SenBlumenthal Thank you, Senator. Your help is much appreciated. And thank you, my fellow Nutmeggers, for stepping up w/ #HurricaneMaria #PuertoRicoRelief",rescue_volunteering_or_donation_effort,train
913173332983508992,One way to help animal rescue efforts in Puerto Rico: All Sato Rescue Hurricane Irma and Maria Relief Fund,rescue_volunteering_or_donation_effort,train
913499786879348737,"RT @brainpicker: Small Hands, Small Heart—fantastic new @amandapalmer song, 100% of proceeds going to #HurricaneMaria relief",rescue_volunteering_or_donation_effort,train
913501980684947456,@chrislhayes He should donate the money to Harvey/Irma/Maria hurricane assistance agencies.,rescue_volunteering_or_donation_effort,train
914115636229492743,You can donate directly to Puerto Rico relief through Google by just googling Hurricane Maria. 30 seconds.,rescue_volunteering_or_donation_effort,train
914257316639277058,"#USAF airmen in TX load a cargo plane w/food, water to support relief efforts in #PuertoRico and #SaintCroix after #HurricaneMaria @POTUS",rescue_volunteering_or_donation_effort,train
914590577710309385,ὤFὋ8 Hurricane Maria Disaster Relief,rescue_volunteering_or_donation_effort,train
914109955560656896,Donate to Support Frontline Puerto Rican Communities in the Recovery from Hurricane Maria:,rescue_volunteering_or_donation_effort,train
913502193314963456,RT @TeamRubicon: Our medical team arriving in #Dominica to deliver aid in the wake of #HurricaneMaria.,rescue_volunteering_or_donation_effort,train
914604128923521024,Support ZT as we accept donations for those affected by Hurricane Maria and host our event on alcohol awareness. 10/4/17,rescue_volunteering_or_donation_effort,train
914170820217290752,"RT @OGHS_at_UCC: UCC Disaster Ministries grants first $10,000 to church partner for Puerto Rico relief in Hurricane #Maria wake. .",rescue_volunteering_or_donation_effort,train
913780798427471872,RT @AsaHutchinson: Proud of the @arkansasguard for assisting our neighbors with Hurricane Maria relief in our U.S. Territories.,rescue_volunteering_or_donation_effort,train
914149400154398720,These lovely CR ladies collected funds from CR employees and purchased a ton of needed supplies for Puerto Rico! #puertorico #hurricanemaria,rescue_volunteering_or_donation_effort,train
914111099846500352,RT @SpiritAirlines: Spirit has been operating relief flights each day this week to areas impacted by Hurricane Maria and Irma.,rescue_volunteering_or_donation_effort,train
913821973104427008,Blitz the Shiba Inu blend was rescued from a shelter that was in #HurricaneMarias path in St. Croix! Adopt him today.,rescue_volunteering_or_donation_effort,train
910585741352239104,Such a tragedy for such beautiful people. I have beautiful memories of Puerto Rico. Please donate. Please help.,rescue_volunteering_or_donation_effort,train
911988550945587200,How to Select a #Charity to #Donate to After a #NaturalDisaster #HurricaneMaria #HurricaneIrma #HurricaneHarvery,rescue_volunteering_or_donation_effort,train
913408809388953600,We all can see crisis. figure out how to distribute what is at the port.Helicopter it around the island.HUGE TRUCKS OF SUPPLIES SITTING.SAD.,rescue_volunteering_or_donation_effort,train
913794324613169152,#Drones play key roles in #hurricane recovery. More on @MeriTalk  #HurricaneIrma #HurricaneMaria #hurricaneseason2017,rescue_volunteering_or_donation_effort,train
913029002109087744,RT @SBNation: Mark Cuban lends Mavs plane to J.J. Barea to bring Puerto Rico supplies and rescue family.,rescue_volunteering_or_donation_effort,train
914491754702790658,"@ShaunKing @amazon I love this! I did one for Hurricane Maria in Tx. So easy to do, takes guesswork out of donating supplies!!",rescue_volunteering_or_donation_effort,train
914529696917966848,All efforts will be donated to those affected by Hurricane Maria! #BeMen #GreekUnity,rescue_volunteering_or_donation_effort,train
912048899417886720,fema:RT USCGSoutheast: .USCG Cutter Forward brings supplies and assistance to Puerto Rico following #HurricaneMari ),rescue_volunteering_or_donation_effort,train
912346937030008832,"@realDonaldTrump Calling on U.S. military to send additional resources, medical and construction teams to Puerto Rico NOW! #HurricaneMaria",rescue_volunteering_or_donation_effort,train
913387085385666560,"RT @WDTN: Happening today, Bills Donut Shop in Centerville is collecting donations for victims of Hurricane Maria.",rescue_volunteering_or_donation_effort,train
914941864696074242,RT @TXMilitary: #BREAKING: #Texas #NationalGuard @136AW is currently helping Hurricane #Maria victims in the Virgin Islands.,rescue_volunteering_or_donation_effort,train
912942818674348032,"From now until Oct. 6th, $1 from every pin will go to United for Puerto Rico to aid in recovery from Hurricane Maria",rescue_volunteering_or_donation_effort,train
913472678970908672,White House #FINALLY waives #JonesAct for Puerto Rico  #AboutDamnedTime #HelpPuertoRico #HurricaneMaria #OneHumanity,rescue_volunteering_or_donation_effort,train
912249117950320640,Families gather donations for Puerto Rico after Hurricane Maria,rescue_volunteering_or_donation_effort,train
914799133764067329,@Potus truth from a PR cop corrupt @CarmenYulinCruz is refusing to distribute aid,rescue_volunteering_or_donation_effort,train
913772556485906433,Check it out! I donated to HURRICANE MARIA RELIEF and GIVING SOLAR LIGHT TO PUERTO RICO -  via @CrowdRise,rescue_volunteering_or_donation_effort,train
913754012444512256,"To show our support to those affected by Hurricane Maria, we will be donating 10% of our sales to benefit Hurricane Relief this weekend.",rescue_volunteering_or_donation_effort,train
913912098131988481,RT @JakeSouless: My mom said 50 retweets and she’ll pay my car payment and insurance so I can donate my entire 2 week paycheck to Hurricane,rescue_volunteering_or_donation_effort,train
910753795004444672,Anyone seen a good place to donate to Hurricane Maria victims?,rescue_volunteering_or_donation_effort,train
