tweet_id	class_label
1031218893908406273	rescue_volunteering_or_donation_effort
1030767523342499842	rescue_volunteering_or_donation_effort
1030385981973618688	rescue_volunteering_or_donation_effort
1031078567147319297	sympathy_and_support
1033187418889834497	rescue_volunteering_or_donation_effort
1030778991483871232	rescue_volunteering_or_donation_effort
1031107092650778624	rescue_volunteering_or_donation_effort
1030810567835938816	requests_or_urgent_needs
1033158953432219649	sympathy_and_support
1031107085260480514	rescue_volunteering_or_donation_effort
1031725069179998208	rescue_volunteering_or_donation_effort
1030719468043825153	rescue_volunteering_or_donation_effort
1037859705983565825	rescue_volunteering_or_donation_effort
1030779017987649542	sympathy_and_support
1032447024908722176	infrastructure_and_utility_damage
1031768807570726912	rescue_volunteering_or_donation_effort
1031045983747096576	requests_or_urgent_needs
1032566919201742849	injured_or_dead_people
1037595516324990976	rescue_volunteering_or_donation_effort
1032633088084389894	rescue_volunteering_or_donation_effort
1032090502349381633	sympathy_and_support
1031107011373621248	rescue_volunteering_or_donation_effort
1032067489985781760	rescue_volunteering_or_donation_effort
1034133223717199872	rescue_volunteering_or_donation_effort
1035529733541437442	caution_and_advice
1034727550558199808	rescue_volunteering_or_donation_effort
1030930298366640128	not_humanitarian
1031840446102695936	rescue_volunteering_or_donation_effort
1030779174582210560	rescue_volunteering_or_donation_effort
1032311845246328833	rescue_volunteering_or_donation_effort
1035388529038090240	rescue_volunteering_or_donation_effort
1032141152999239680	infrastructure_and_utility_damage
1034799866809962496	rescue_volunteering_or_donation_effort
1035863661301121028	rescue_volunteering_or_donation_effort
1031071777298890757	other_relevant_information
1038758602830491648	rescue_volunteering_or_donation_effort
1030396404340908034	rescue_volunteering_or_donation_effort
1030383459523592192	injured_or_dead_people
1030719090833289216	sympathy_and_support
1033416834425348098	rescue_volunteering_or_donation_effort
1034623292601069568	rescue_volunteering_or_donation_effort
1030384236237221888	rescue_volunteering_or_donation_effort
1032469035735166976	rescue_volunteering_or_donation_effort
1034828909651451905	rescue_volunteering_or_donation_effort
1030724138900500483	rescue_volunteering_or_donation_effort
1035426859494854656	other_relevant_information
1032101028789768192	rescue_volunteering_or_donation_effort
1031396137750745088	other_relevant_information
1032975650833948672	rescue_volunteering_or_donation_effort
1030861014525403136	requests_or_urgent_needs
1033852144842170369	rescue_volunteering_or_donation_effort
1030794337909702656	rescue_volunteering_or_donation_effort
1031262917033844736	rescue_volunteering_or_donation_effort
1031474001217036288	rescue_volunteering_or_donation_effort
1032633989347962880	rescue_volunteering_or_donation_effort
1032311825403064320	other_relevant_information
1032276099126898688	infrastructure_and_utility_damage
1034488804088930312	infrastructure_and_utility_damage
1031043828197646336	requests_or_urgent_needs
1030902593466167297	rescue_volunteering_or_donation_effort
1038665429827416065	infrastructure_and_utility_damage
1031116554094694401	requests_or_urgent_needs
1031358010474389504	requests_or_urgent_needs
1031576632111190016	rescue_volunteering_or_donation_effort
1030877100650115072	rescue_volunteering_or_donation_effort
1032227957903740928	rescue_volunteering_or_donation_effort
1036915469381500928	injured_or_dead_people
1034864820774785024	rescue_volunteering_or_donation_effort
1032184986181541888	rescue_volunteering_or_donation_effort
1035377425847222272	rescue_volunteering_or_donation_effort
