tweet_id	class_label
1039559767935643648	displaced_people_and_evacuations
1040557545839108096	rescue_volunteering_or_donation_effort
1041673527978536960	rescue_volunteering_or_donation_effort
1040709198785536003	other_relevant_information
1041506707166380032	not_humanitarian
1039524989567942656	caution_and_advice
1041582624823799810	rescue_volunteering_or_donation_effort
1039425581371285504	other_relevant_information
1039559293056561152	caution_and_advice
1039468597431521281	caution_and_advice
1039887462376648704	rescue_volunteering_or_donation_effort
1039532876184862721	sympathy_and_support
1042050809855397893	rescue_volunteering_or_donation_effort
1040171225752821760	infrastructure_and_utility_damage
1039480515181637632	displaced_people_and_evacuations
1041222168401440768	injured_or_dead_people
1041942323469475841	rescue_volunteering_or_donation_effort
1039533003846893568	caution_and_advice
1042020411297357830	infrastructure_and_utility_damage
1041221210728787968	rescue_volunteering_or_donation_effort
1041211282177896448	caution_and_advice
1040413281582809089	other_relevant_information
1039898935928733698	sympathy_and_support
1040195023340548096	other_relevant_information
1039539465067421696	displaced_people_and_evacuations
1040659840027308032	caution_and_advice
1041569940581560320	infrastructure_and_utility_damage
1040709201088184320	other_relevant_information
1041499479411777542	infrastructure_and_utility_damage
1039922343668326400	rescue_volunteering_or_donation_effort
1042003686744915968	injured_or_dead_people
1039456168261939200	caution_and_advice
1039547537131233287	rescue_volunteering_or_donation_effort
1039464966565322753	other_relevant_information
1041984424097865728	injured_or_dead_people
1039511226500481024	rescue_volunteering_or_donation_effort
1040600204850982914	not_humanitarian
1040743582699855872	rescue_volunteering_or_donation_effort
1039919889354502144	caution_and_advice
1041970886079737856	injured_or_dead_people
1041985717310816257	rescue_volunteering_or_donation_effort
1041213084466126848	caution_and_advice
1041967224297332736	sympathy_and_support
1042015773370273796	caution_and_advice
1040227327391805440	not_humanitarian
1041945141714591744	caution_and_advice
1039921582259355648	rescue_volunteering_or_donation_effort
1039477509241401344	sympathy_and_support
1039898974621032448	rescue_volunteering_or_donation_effort
1040708325145497601	rescue_volunteering_or_donation_effort
1039486779307503617	other_relevant_information
1042059395276972038	rescue_volunteering_or_donation_effort
1039513475670663172	rescue_volunteering_or_donation_effort
1040707651750047750	other_relevant_information
1041975631125377025	rescue_volunteering_or_donation_effort
1040144244478959616	other_relevant_information
1041721734142017537	infrastructure_and_utility_damage
1041973646804123648	sympathy_and_support
1042003120757325824	rescue_volunteering_or_donation_effort
1041870973795016704	not_humanitarian
1042015180144762880	rescue_volunteering_or_donation_effort
1039919167141498881	other_relevant_information
1039584384280457217	rescue_volunteering_or_donation_effort
1041960327531950082	rescue_volunteering_or_donation_effort
1039877442201116672	rescue_volunteering_or_donation_effort
1039922133365936135	displaced_people_and_evacuations
1039547219664351232	caution_and_advice
1040967437133512704	rescue_volunteering_or_donation_effort
1039868648863801350	caution_and_advice
1040833509508743168	not_humanitarian
1039605190549274625	not_humanitarian
1039498829140086784	displaced_people_and_evacuations
1041993567584038912	rescue_volunteering_or_donation_effort
1040550248123379712	displaced_people_and_evacuations
1040708590753992704	infrastructure_and_utility_damage
1041989430800723968	not_humanitarian
1039438403253628929	caution_and_advice
1040551295269130240	not_humanitarian
1041990214116245504	rescue_volunteering_or_donation_effort
1042047724403793923	rescue_volunteering_or_donation_effort
1041962441062539264	other_relevant_information
1040551270262681603	other_relevant_information
1039403730557435904	displaced_people_and_evacuations
1040489796169355265	not_humanitarian
1040996501097525248	caution_and_advice
