tweet_id,tweet_text,fecha_creacion,num_likes,num_retweets,idioma_original,usuario,texto_limpio,idioma_confirmado,longitud_texto,es_retweet,num_hashtags,num_exclamaciones,contiene_ayuda
914278688144883713,"RT @joebereta: Hey @realDonaldTrump you're a real piece of shit. 
You'll go down in history as such.
Hey, everyone else, be better than the…",2017-10-01 00:00:00+00:00,0,169,en,grizzy_m,rt hey you re a real piece of shit you ll go down in history as such hey everyone else be better than the,en,105,1,0,0,0
914278695657000960,"RT @Newsweek: Meet Carmen Yulín Cruz, the woman taking on Donald Trump after Hurricane Maria https://t.co/d1Adsyfswr https://t.co/GHBkmBUkOG",2017-10-01 00:00:02+00:00,0,32,en,harva352,rt meet carmen yulín cruz the woman taking on donald trump after hurricane maria,en,80,1,0,0,0
914278698769174528,RT @CBPFlorida: U.S. Customs and Border Protection Air and Marine Operations delivering supplies supporting response efforts in Puerto Rico…,2017-10-01 00:00:02+00:00,0,1583,en,orlisara0927,rt u s customs and border protection air and marine operations delivering supplies supporting response efforts in puerto rico,en,125,1,0,0,0
914278708663521280,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:05+00:00,0,723,en,RiseUpAbove,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278709976195073,RT @DeptofDefense: .@USNationalGuard troops assist in providing food at various points throughout the #USVI 🇻🇮 #HurricaneMaria #ReliefEffor…,2017-10-01 00:00:05+00:00,0,446,en,SBrazius,rt troops assist in providing food at various points throughout the usvi u s virgin islands hurricanemaria reliefeffor,en,118,1,3,0,1
914278719048552449,RT @KamalaHarris: We can't forget about the US Virgin Islands. Back-to-back storms left many struggling to recover. They also need our help…,2017-10-01 00:00:07+00:00,0,3525,en,Ionaonie,rt we can t forget about the us virgin islands back to back storms left many struggling to recover they also need our help,en,122,1,0,0,1
914278725646200832,RT @EricBlake12: First Atlantic break since August 23! Rather impressive stretch of advisories #Harvey #Irma #Jose #Katia #Lee #Maria https…,2017-10-01 00:00:09+00:00,0,45,en,AwaretoBeware,rt first atlantic break since august rather impressive stretch of advisories harvey irma jose katia lee maria,en,109,1,6,1,0
914278733128830976,"@70NEWS1 @wordpressdotcom Absolutely not true. #fakenews
https://t.co/KmVH9QA42N",2017-10-01 00:00:11+00:00,0,0,en,NedSparks,absolutely not true fakenews,en,28,0,1,0,0
914278738791038976,RT @cnni: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/vuJu…,2017-10-01 00:00:12+00:00,0,89,en,News365247live,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278739390820352,RT @fema: It’s been 10 days since #Maria made landfall in the USVI &amp; Puerto Rico. Track progress made so far on our timeline: https://t.co/…,2017-10-01 00:00:12+00:00,0,1550,en,carvedk,rt it s been days since maria made landfall in the usvi amp puerto rico track progress made so far on our timeline,en,114,1,1,0,0
914278743794954243,RT @ChiefPentSpox: .@DeptofDefense #HurricaneMaria #ReliefEfforts continue 24/7 in #PuertoRico &amp; #VirginIslands. For the latest visit: http…,2017-10-01 00:00:13+00:00,0,407,en,JoanneMSlaught3,rt hurricanemaria reliefefforts continue in puertorico amp virginislands for the latest visit,en,93,1,4,0,0
914278745090949121,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/5ivx2…,2017-10-01 00:00:13+00:00,0,543,en,abdoulrahman_i,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278759817027586,"#psychicleo #hurricanemaria #puertorico #trump Remember, all of the horrible things @realDonaldTrump has done and said in November! https://t.co/eRTfR8cWuj",2017-10-01 00:00:17+00:00,0,0,en,TheRealLeoBrown,psychicleo hurricanemaria puertorico trump remember all of the horrible things has done and said in november,en,108,0,4,1,0
914278760207339520,RT @KamalaHarris: We can't forget about the US Virgin Islands. Back-to-back storms left many struggling to recover. They also need our help…,2017-10-01 00:00:17+00:00,0,3525,en,TrzcinskiRegina,rt we can t forget about the us virgin islands back to back storms left many struggling to recover they also need our help,en,122,1,0,0,1
914278764128948225,"RT @kujakupoet: @ABC 16% of #PuertoRico 's people have diabetes compared to 10% of US in general. W/o power or ice, insulin is going bad. h…",2017-10-01 00:00:18+00:00,0,1,en,her_lisa,rt of puertorico s people have diabetes compared to of us in general w o power or ice insulin is going bad h,en,108,1,1,0,0
914278765399744513,RT @danpfeiffer: Here's a list of verified GoFundMe campaigns for victims of Hurricane Maria: https://t.co/KgqjyTEjdL,2017-10-01 00:00:18+00:00,0,888,en,Readnknitndrink,rt here s a list of verified gofundme campaigns for victims of hurricane maria,en,78,1,0,0,0
914278767383777281,RT @KamalaHarris: We can't forget about the US Virgin Islands. Back-to-back storms left many struggling to recover. They also need our help…,2017-10-01 00:00:19+00:00,0,3525,en,ShowMe_Logic,rt we can t forget about the us virgin islands back to back storms left many struggling to recover they also need our help,en,122,1,0,0,1
914278770860634112,"RT @AlexiatheRook: I'm gonna do a thing to help out!
Even though I'm sick. I'll do 5 icons to whoever donates $10+ &amp; DMs me with proof of d…",2017-10-01 00:00:20+00:00,0,1,en,InkSpilledSafe,rt i m gonna do a thing to help out even though i m sick i ll do icons to whoever donates amp dms me with proof of d,en,116,1,0,1,1
914278772538593281,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:20+00:00,0,723,en,amer1canw0man,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278786635636737,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:23+00:00,0,723,en,abrwnigrl,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278789185703936,RT @FoxNews: .@fema's response to aftermath of Hurricane Maria in Puerto Rico #FoxReport https://t.co/YcQygsoEgP https://t.co/oa7VsJit4h,2017-10-01 00:00:24+00:00,0,278,en,Michael68409196,rt s response to aftermath of hurricane maria in puerto rico foxreport,en,70,1,1,0,0
914278792717389824,"RT @AP: For some Puerto Ricans, Hurricane Maria is a reminder of 'second-class' status in America. https://t.co/W3NqrNJDUt",2017-10-01 00:00:25+00:00,0,365,en,EverydayAllDay,rt for some puerto ricans hurricane maria is a reminder of second class status in america,en,89,1,0,0,0
914278797205168128,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:26+00:00,0,723,en,vkodyte7,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278798417432576,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 00:00:26+00:00,0,4585,en,davemshaw93,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
914278799881134080,RT @kikehndez: 100% of the profits are going to those directly affected by Hurricane Maria in PR! 🙏🏼🇵🇷 https://t.co/Pugcqify64 https://t.co…,2017-10-01 00:00:27+00:00,0,319,en,WildHorseFDN,rt of the profits are going to those directly affected by hurricane maria in pr folded hands medium light skin tone puerto rico,en,127,1,0,1,0
914278821993558023,RT @thejointstaff: #GenDunford on the @deptofdefense commitment to the people of #PuertoRico following #HurricaneMaria. https://t.co/5CYp42…,2017-10-01 00:00:32+00:00,0,546,en,candice52012445,rt gendunford on the commitment to the people of puertorico following hurricanemaria,en,84,1,3,0,0
914278826628325377,RT @Reuters: Factbox: Relief efforts in Puerto Rico after Hurricane Maria https://t.co/A0LNYqm5ai https://t.co/hTOzLurCTk,2017-10-01 00:00:33+00:00,0,69,en,mcwilkins63,rt factbox relief efforts in puerto rico after hurricane maria,en,62,1,0,0,0
914278827001569286,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:33+00:00,0,723,en,Ruby_Malka,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278829216198656,RT @NASAEarth: #HurricaneMaria's torrential rainfall measured from space. https://t.co/oXjOincrKY https://t.co/DbaJQGxOHn,2017-10-01 00:00:34+00:00,0,486,en,myrnaly123,rt hurricanemaria s torrential rainfall measured from space,en,59,1,1,0,0
914278829702602752,Puerto Rico could feel the effects of Hurricane Maria for decades.. https://t.co/q8OOkYqPRC,2017-10-01 00:00:34+00:00,0,0,en,sharebossindia,puerto rico could feel the effects of hurricane maria for decades,en,65,0,0,0,0
914278829958590465,RT @AynRandPaulRyan: 2- This is 5 days after Hurricane Maria hit Puerto Rico. Others on the call: https://t.co/geJvXDsgr4,2017-10-01 00:00:34+00:00,0,997,en,deploycatattack,rt this is days after hurricane maria hit puerto rico others on the call,en,72,1,0,0,0
914278833997647872,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 00:00:35+00:00,0,4586,en,AnnGartland,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
914278840054059008,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:36+00:00,0,723,en,Wineguy_69,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278844047282176,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:37+00:00,0,723,en,Houseofmokes,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278852238573569,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:39+00:00,0,723,en,SCCDP,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278852293042177,"RT @marymauldin: HERE!!!! #CROOKS #PuertoRico #GraftGreed

Been reporting all morning! 

#Teamsters Argue 4 More $$$ In This TRAGEDY
https:…",2017-10-01 00:00:39+00:00,0,30,en,malibujonfanti,rt here crooks puertorico graftgreed been reporting all morning teamsters argue more in this tragedy,en,100,1,4,5,0
914278852603424768,"Hurricane Maria’s death toll in Puerto Rico is higher than official count, experts say https://t.co/uoj6NjaQWq",2017-10-01 00:00:39+00:00,2,1,en,nancyjeanbird,hurricane maria s death toll in puerto rico is higher than official count experts say,en,85,0,0,0,0
914278855812222976,"RT @EjHirschberger: Curt Schilling in Puerto Rico: Trump Provided Speedy Relief, But Execution on the Ground... https://t.co/njTqI3rE6I by…",2017-10-01 00:00:40+00:00,0,16,en,statum_mike,rt curt schilling in puerto rico trump provided speedy relief but execution on the ground by,en,92,1,0,0,0
914278858156896257,RT @thehill: Trump hits NFL players again while Puerto Rico recovers from Hurricane Maria https://t.co/yqUJig7JEs https://t.co/Y5dUpY0ayU,2017-10-01 00:00:40+00:00,0,65,en,MrsManOfSteele,rt trump hits nfl players again while puerto rico recovers from hurricane maria,en,79,1,0,0,0
914278862862905344,"RT @LeoDiCaprio: Proud to support @Ricky_Martin’s efforts w/ @habitatpr, @WeCareSolar &amp; @MusicforRelief for Hurricane Maria relief: https:/…",2017-10-01 00:00:42+00:00,0,2042,en,Kate_W_Official,rt proud to support s efforts w amp for hurricane maria relief,en,62,1,0,0,0
914278865069006848,Hurricane Maria a reminder of 'second-class' status for some https://t.co/r6lHMcI4Yf #SmartNews,2017-10-01 00:00:42+00:00,0,0,en,denuribe73,hurricane maria a reminder of second class status for some smartnews,en,68,0,1,0,0
914278865400365056,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:42+00:00,0,723,en,ana_cd,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278870617960451,RT @kikehndez: 100% of the profits are going to those directly affected by Hurricane Maria in PR! 🙏🏼🇵🇷 https://t.co/Pugcqify64 https://t.co…,2017-10-01 00:00:43+00:00,0,319,en,mrmarkpotts,rt of the profits are going to those directly affected by hurricane maria in pr folded hands medium light skin tone puerto rico,en,127,1,0,1,0
914278875470864384,"RT @USNavy: Today's photos of day: #USNavy’s Hurricane #Maria relief ops in #PuertoRico and #Dominica.
ℹ️ info and ⬇️ download: https://t.c…",2017-10-01 00:00:45+00:00,0,1843,en,ONealDennis,rt today s photos of day usnavy s hurricane maria relief ops in puertorico and dominica information info and down arrow download,en,128,1,4,0,0
914278878868312065,RT @kikehndez: 100% of the profits are going to those directly affected by Hurricane Maria in PR! 🙏🏼🇵🇷 https://t.co/Pugcqify64 https://t.co…,2017-10-01 00:00:45+00:00,0,319,en,GersonBorrero,rt of the profits are going to those directly affected by hurricane maria in pr folded hands medium light skin tone puerto rico,en,127,1,0,1,0
914278880088698880,RT @KamalaHarris: We can't forget about the US Virgin Islands. Back-to-back storms left many struggling to recover. They also need our help…,2017-10-01 00:00:46+00:00,0,3525,en,JoshInCali,rt we can t forget about the us virgin islands back to back storms left many struggling to recover they also need our help,en,122,1,0,0,1
914278881741459456,"RT @PressSec: ""It is not the critic who counts...credit belongs to the man actually in the arena"" -TR
Proud of our military &amp; first respond…",2017-10-01 00:00:46+00:00,0,1086,en,BlanchJohnson,rt it is not the critic who counts credit belongs to the man actually in the arena tr proud of our military amp first respond,en,125,1,0,0,0
914278882068615168,RT @CBPFlorida: U.S. Customs and Border Protection Air and Marine Operations delivering supplies supporting response efforts in Puerto Rico…,2017-10-01 00:00:46+00:00,0,1583,en,Alexs1776,rt u s customs and border protection air and marine operations delivering supplies supporting response efforts in puerto rico,en,125,1,0,0,0
914278883809140736,RT @fema: It’s been 10 days since #Maria made landfall in the USVI &amp; Puerto Rico. Track progress made so far on our timeline: https://t.co/…,2017-10-01 00:00:47+00:00,0,1550,en,SociallySherri,rt it s been days since maria made landfall in the usvi amp puerto rico track progress made so far on our timeline,en,114,1,1,0,0
914278894559260672,Doing more and environmental safe than @realDonaldTrump https://t.co/BNHIkMgWJc,2017-10-01 00:00:49+00:00,0,0,en,stevemacwv,doing more and environmental safe than,en,38,0,0,0,0
914278897176514560,RT @thehill: Trump hits NFL players again while Puerto Rico recovers from Hurricane Maria https://t.co/yqUJig7JEs https://t.co/Y5dUpY0ayU,2017-10-01 00:00:50+00:00,0,65,en,fireballgrace,rt trump hits nfl players again while puerto rico recovers from hurricane maria,en,79,1,0,0,0
914278902482264064,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:51+00:00,0,723,en,marigold1154,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278903090425858,"RT @USCGSoutheast: .@USCG crews worked together with the @RedCross, @fema, and members of local #police, #fire and #government to distribut…",2017-10-01 00:00:51+00:00,0,4639,en,satirist_indian,rt crews worked together with the and members of local police fire and government to distribut,en,94,1,3,0,0
914278904487120896,"Paul Krugman tweeted that ""Trumpie"" was responsible for cholera outbreak in Puerto Rico. One problem: https://t.co/Yhie4lyn9W",2017-10-01 00:00:51+00:00,0,0,en,grateful_gary,paul krugman tweeted that trumpie was responsible for cholera outbreak in puerto rico one problem,en,97,0,0,0,0
914278905275666432,"RT @StevenTDennis: Parents not getting enough water for their babies in Puerto Rico. 
Hurricane Maria hit 9 days ago. https://t.co/CTRdHrsG…",2017-10-01 00:00:52+00:00,0,1952,en,Camilasofia_16,rt parents not getting enough water for their babies in puerto rico hurricane maria hit days ago,en,96,1,0,0,1
914278908719071233,Shes a lib following the directions of Schumer and Pelosi https://t.co/VcG11skBWw,2017-10-01 00:00:52+00:00,0,0,en,buhbyeobama17,shes a lib following the directions of schumer and pelosi,en,57,0,0,0,0
914278912498089984,RT @CNN: This 15-year-old boy in Puerto Rico is raising funds for solar lamps to help people affected by Hurricane Maria https://t.co/xeeE2…,2017-10-01 00:00:53+00:00,0,723,en,AnnaGaiter,rt this year old boy in puerto rico is raising funds for solar lamps to help people affected by hurricane maria,en,111,1,0,0,1
914278912976461824,Have you heard from Puertorrican Rep. Congressman Labrador from #Idaho regarding his parents' and his birthplace PR? after#Hurricane Maria?,2017-10-01 00:00:53+00:00,0,0,en,JACOSTALEZCANO,have you heard from puertorrican rep congressman labrador from idaho regarding his parents and his birthplace pr afterhurricane maria,en,133,0,2,0,0
914278916847681536,RT @WorldVisionUSA: #HurricaneMaria left #PuertoRico potentially facing months without power. Help our relief efforts; DONATE: https://t.co…,2017-10-01 00:00:54+00:00,0,11,en,LaurieKoehn,rt hurricanemaria left puertorico potentially facing months without power help our relief efforts donate,en,104,1,2,0,1
914278922824638464,"RT @HillaryClinton: President Trump, Sec. Mattis, and DOD should send the Navy, including the USNS Comfort, to Puerto Rico now. These are A…",2017-10-01 00:00:56+00:00,0,89163,en,mr_baez15,rt president trump sec mattis and dod should send the navy including the usns comfort to puerto rico now these are a,en,116,1,0,0,0
914278923458023424,"RT @RedNationRising: Puerto Rican truck driver union is on strike refusing to deliver federal aid, demanding higher wages. President Trump…",2017-10-01 00:00:56+00:00,0,275,en,HawleysJadefav,rt puerto rican truck driver union is on strike refusing to deliver federal aid demanding higher wages president trump,en,118,1,0,0,0
914278923776774144,"RT @AynRandPaulRyan: 5 - Meaning until Monday the 25th, (nearly a WEEK after Hurricane Maria made landfall), the WH had no plans to make an…",2017-10-01 00:00:56+00:00,0,1733,en,deploycatattack,rt meaning until monday the th nearly a week after hurricane maria made landfall the wh had no plans to make an,en,111,1,0,0,0
914278924556914688,RT @fema: It’s been 10 days since #Maria made landfall in the USVI &amp; Puerto Rico. Track progress made so far on our timeline: https://t.co/…,2017-10-01 00:00:56+00:00,0,1550,en,FredBoness,rt it s been days since maria made landfall in the usvi amp puerto rico track progress made so far on our timeline,en,114,1,1,0,0
914278934388236289,RT @cnni: More than 95% of customers are without regular electricity service in Puerto Rico 10 days after Hurricane Maria hit https://t.co/…,2017-10-01 00:00:59+00:00,0,116,en,soapdemon34,rt more than of customers are without regular electricity service in puerto rico days after hurricane maria hit,en,111,1,0,0,0
914278935374032896,"RT @USCGSoutheast: .@USCG crews worked together with the @RedCross, @fema, and members of local #police, #fire and #government to distribut…",2017-10-01 00:00:59+00:00,0,4639,en,primfreak,rt crews worked together with the and members of local police fire and government to distribut,en,94,1,3,0,0
914278935495667712,RT @PaganJohanne: Right in front of my sister @michipagan house in #SanJuan #PuertoRico #HurricaneMaria https://t.co/kgb0wlp8mq,2017-10-01 00:00:59+00:00,0,2,en,olfashdeb,rt right in front of my sister house in sanjuan puertorico hurricanemaria,en,73,1,3,0,0
914278938104430594,"RT @Rasmussen_Poll: After #Harvey, #Irma, #Maria, Most Say #Hurricane Season is Worse This Year... https://t.co/SgtUDR96wn https://t.co/6qa…",2017-10-01 00:00:59+00:00,0,3,en,irvingact3,rt after harvey irma maria most say hurricane season is worse this year,en,71,1,4,0,0
914278938909831168,RT @WCKitchen: Support our #ChefsForPuertoRico providing meals to #HurricaneMaria victims. Donate now: https://t.co/jys67EFgtc. @chefjosean…,2017-10-01 00:01:00+00:00,0,3019,en,PoliticalAnt,rt support our chefsforpuertorico providing meals to hurricanemaria victims donate now,en,86,1,2,0,0
914278950439936000,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 00:01:02+00:00,0,4586,en,solwrld_,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
914278955636658178,RT @Panoptico787: Amen. 🇵🇷❤️😜 @DavidBegnaud #HurricaneMaria #PuertoRico #davidbegnaud @CBSNews @NicolettaSun https://t.co/GQLlmjdyP0,2017-10-01 00:01:04+00:00,0,1,en,elcoqueton,rt amen puerto rico red heart winking face with tongue hurricanemaria puertorico davidbegnaud,en,93,1,3,0,0
914278956936957957,"RT @AP: For some Puerto Ricans, Hurricane Maria is a reminder of 'second-class' status in America. https://t.co/W3NqrNJDUt",2017-10-01 00:01:04+00:00,0,365,en,rizbut,rt for some puerto ricans hurricane maria is a reminder of second class status in america,en,89,1,0,0,0
914325557726384128,"RT @LOLGOP: Just another Puerto Rican who wants everything done for them, according to Trump. https://t.co/9QbyeLs35o",2017-10-01 03:06:14+00:00,0,965,en,coricvstro,rt just another puerto rican who wants everything done for them according to trump,en,82,1,0,0,0
914325560934981633,"RT @PopCrave: Lady Gaga will be donating $1M to relief efforts for Hurricane Harvey, Irma, José, Maria, and the Mexico City earthquake. htt…",2017-10-01 03:06:15+00:00,0,639,en,_13thofmay,rt lady gaga will be donating m to relief efforts for hurricane harvey irma josé maria and the mexico city earthquake htt,en,121,1,0,0,0
914325574063214592,"RT @ramonashelburne: There are those who inexplicably don't believe how bad the crisis in Puerto Rico is. I hope they see this. 
https://t.…",2017-10-01 03:06:18+00:00,0,158,en,TheNumbers_Guy,rt there are those who inexplicably don t believe how bad the crisis in puerto rico is i hope they see this,en,107,1,0,0,0
914325574444871681,"RT @jaketapper: 1/ More than 9 days after Hurricane Maria tore through the U.S. Virgin Islands, most of that US territory remains without p…",2017-10-01 03:06:18+00:00,0,650,en,Leslie17Debbie,rt more than days after hurricane maria tore through the u s virgin islands most of that us territory remains without p,en,119,1,0,0,0
914325582728486912,RT @brontyman: 'As If Puerto Rico Did Not Exist.' Hurricane Maria Is a Reminder of 'Second-Class' Status for Some - TIME https://t.co/LFgsQ…,2017-10-01 03:06:20+00:00,0,3,en,yayayarndiva,rt as if puerto rico did not exist hurricane maria is a reminder of second class status for some time,en,101,1,0,0,0
914325592450961418,RT @KamalaHarris: We can't forget about the US Virgin Islands. Back-to-back storms left many struggling to recover. They also need our help…,2017-10-01 03:06:23+00:00,0,3525,en,Winking_Buddha,rt we can t forget about the us virgin islands back to back storms left many struggling to recover they also need our help,en,122,1,0,0,1
914325609278529536,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 03:06:27+00:00,0,4585,en,MDMixx46,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
914325611396648960,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 03:06:27+00:00,0,4585,en,ToniCarron,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
914325634066853889,RT @lilmamaqspice: @RogueSNRadvisor @MaverickofKain Own it @realDonaldTrump ‼️ #HurricaneMaria in #PuertoRico is your #TrumpsKatrina ‼️,2017-10-01 03:06:33+00:00,0,8,en,TurquoiseBlue78,rt own it double exclamation mark hurricanemaria in puertorico is your trumpskatrina double exclamation mark,en,108,1,3,0,0
914325635484585984,"RT @cindyrelish: Every time we see this vulgar display of racism, bigotry and plain old bad behavior, I want to scream. Puerto Rico needs h…",2017-10-01 03:06:33+00:00,0,7,en,MikeGre74566192,rt every time we see this vulgar display of racism bigotry and plain old bad behavior i want to scream puerto rico needs h,en,122,1,0,0,0
914325639016046593,"RT @tedlieu: Dear @POTUS: Before you golf, can you give the frickin order for massive  airlifts of food/water to Puerto Rico? Remember Berl…",2017-10-01 03:06:34+00:00,0,7619,en,40Sara76,rt dear before you golf can you give the frickin order for massive airlifts of food water to puerto rico remember berl,en,118,1,0,0,1
914325641406885888,RT @KamalaHarris: We can't forget about the US Virgin Islands. Back-to-back storms left many struggling to recover. They also need our help…,2017-10-01 03:06:34+00:00,0,3525,en,lucykpick,rt we can t forget about the us virgin islands back to back storms left many struggling to recover they also need our help,en,122,1,0,0,1
914325648155570176,"RT @PopCrave: Lady Gaga will be donating $1M to relief efforts for Hurricane Harvey, Irma, José, Maria, and the Mexico City earthquake. htt…",2017-10-01 03:06:36+00:00,0,639,en,chhrismoura,rt lady gaga will be donating m to relief efforts for hurricane harvey irma josé maria and the mexico city earthquake htt,en,121,1,0,0,0
914325658360090625,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 03:06:38+00:00,0,4586,en,Innrdreams,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
914325674730672128,"If you have extra blankets, pillows, diapers, the 2nd- MD Suburbs Hurricane Maria Relief Efforts (@Rockville)... https://t.co/PYDdiG3yZe",2017-10-01 03:06:42+00:00,0,0,en,All_Eco_Center,if you have extra blankets pillows diapers the nd md suburbs hurricane maria relief efforts,en,91,0,0,0,0
914325679419924482,"RT @TomthunkitsMind: 9 Days Hurricane Maria, FEMA ASSESSMENT Teams Finally Arrive In PR To Assess The Needs. https://t.co/sjGuowdnCq",2017-10-01 03:06:43+00:00,0,9,en,butte_tocks,rt days hurricane maria fema assessment teams finally arrive in pr to assess the needs,en,86,1,0,0,0
914325687158284289,RT @CBPFlorida: U.S. Customs and Border Protection Air and Marine Operations delivering supplies supporting response efforts in Puerto Rico…,2017-10-01 03:06:45+00:00,0,1583,en,TJEstes1210,rt u s customs and border protection air and marine operations delivering supplies supporting response efforts in puerto rico,en,125,1,0,0,0
914325688953565184,RT @brontyman: 'As If Puerto Rico Did Not Exist.' Hurricane Maria Is a Reminder of 'Second-Class' Status for Some - TIME https://t.co/LFgsQ…,2017-10-01 03:06:46+00:00,0,3,en,LeeKowal,rt as if puerto rico did not exist hurricane maria is a reminder of second class status for some time,en,101,1,0,0,0
914325690232709122,RT @thehill: Anti-Trump chef feeds thousands in Puerto Rico after Hurricane Maria https://t.co/1VlPfNHDZl https://t.co/zq39LCr9Ik,2017-10-01 03:06:46+00:00,0,155,en,Crystal82028223,rt anti trump chef feeds thousands in puerto rico after hurricane maria,en,71,1,0,0,0
914325695156948992,"RT @PressSec: ""It is not the critic who counts...credit belongs to the man actually in the arena"" -TR
Proud of our military &amp; first respond…",2017-10-01 03:06:47+00:00,0,1086,en,904ruth,rt it is not the critic who counts credit belongs to the man actually in the arena tr proud of our military amp first respond,en,125,1,0,0,0
914325709706973187,RT @4ReUnitedStates: @fema @DeptofDefense @USCG @USCGSoutheast @USACEHQ @DVIDSHub @USNavy @USMC @USFleetForces 12. They've lifted all roami…,2017-10-01 03:06:51+00:00,0,12,en,DrMom25MA,rt they ve lifted all roami,en,27,1,0,0,0
914325713838370816,RT @thehill: Anti-Trump chef feeds thousands in Puerto Rico after Hurricane Maria https://t.co/mCmmqC3OIM https://t.co/PotZ6VQdMp,2017-10-01 03:06:52+00:00,0,122,en,SandyLynnWallis,rt anti trump chef feeds thousands in puerto rico after hurricane maria,en,71,1,0,0,0
914325719643287552,"RT @ABC: Harrowing drone footage shows a neighborhood of San Juan, Puerto Rico, in aftermath of Hurricane Maria. ""Ghost town covered in sew…",2017-10-01 03:06:53+00:00,0,4585,en,SandyGu07044409,rt harrowing drone footage shows a neighborhood of san juan puerto rico in aftermath of hurricane maria ghost town covered in sew,en,129,1,0,0,0
