tweet_id,tweet_text,class_label,split
914821464427257857,"RT @julito77: Will country be just as horrified when we begin to discover that death toll from #HurricaneMaria in #PuertoRico was never 16,",injured_or_dead_people,train
914062482930577409,"SAN JUAN — More than week after Hurricane Maria smashed through Puerto Rico, leaving at least 16 people dead, the",injured_or_dead_people,train
910654408249233408,Hurricane Maria Blamed for Two Deaths in Guadeloupe | Caribbean360,injured_or_dead_people,train
910570526585741312,Hurricane Maria: record flooding in Puerto Rico as Dominica reports seven dead – latest updates,injured_or_dead_people,train
914206316070973440,"Without power to provide clean water, storage &amp; medical help, doctors expect number of deaths to rise.  #PuertoRico",injured_or_dead_people,train
912464252941815808,"I know its tempting for people to compare Hurricane Maria to Katrina, but remember that over 1,800 people died in Katrina.",injured_or_dead_people,train
913000589193302016,"Pres. Trump plans to visit Puerto Rico next week to survey damage from Hurricane Maria, which killed at least 16 &amp; knocked out water &amp; power",injured_or_dead_people,train
911700088518561794,RT @hellengehr: The Latest: Marias Death Toll Climbs to 10 in Puerto Rico by THE ASSOCIATED PRESS via NYT,injured_or_dead_people,train
913595773601935360,Hurricane Maria’s death toll in Puerto Rico is higher than official count. W/O communication I am sure it will rise.,injured_or_dead_people,train
914506613414694914,"Death toll from Maria was 16 after the storm Still 16 Not dying, not starving but hungry 1000s of container on docks Not moving Why",injured_or_dead_people,train
910626486327144448,RT @Daily_Press: Entire island of Puerto Rico without power after Hurricane Maria; at least 9 dead,injured_or_dead_people,train
914542880466841600,"Maria’s death toll n PR is highr than offi count,xperts say*real # of deaths aftr dvastatg hurrican is ++higher than",injured_or_dead_people,train
914630443378659329,"Hurricane Maria killed 16? Anyone that dies afterwards by lack of support can be considered a Trump Kill. Plain and simple, it’s murder!!!!!",injured_or_dead_people,train
911515899164753920,It is reported at the moment there are 14 dead in #PuertoRico after #HurricaneMaria via @RadioIslaTV  @Univision,injured_or_dead_people,train
910729539831123968,Atleast nine killed in the Caribbean island of Puerto Rico as Hurricane Maria continues her destruction in the region #AMLive #sabcnews,injured_or_dead_people,train
910552274325458944,"CNN broadcast OBAMA ,MUMBO JUMBO while Mexico news of earthquake and deaths and hurricane Maria destroys Puerto Rico..and United Nations",injured_or_dead_people,train
914341362488758272,RT @YerboutiSheik: @Asherahresearch Confirmed dead from Hurricane Harvey: 63 Confirmed dead in #PuertoRico from #HurricaneMaria: 16 #FakeNe,injured_or_dead_people,train
