tweet_id	class_label
735891446960623616	other_relevant_information
731202020296818688	displaced_people_and_evacuations
733665357236342784	other_relevant_information
731963038429929472	rescue_volunteering_or_donation_effort
728674838034944001	rescue_volunteering_or_donation_effort
731976125279289349	caution_and_advice
729299841130614784	rescue_volunteering_or_donation_effort
735938864251064320	other_relevant_information
728957128115933184	other_relevant_information
732264634581798912	rescue_volunteering_or_donation_effort
730171221862551553	rescue_volunteering_or_donation_effort
732966897642295297	caution_and_advice
730431359378853890	rescue_volunteering_or_donation_effort
728627443406344192	other_relevant_information
729750747462557697	rescue_volunteering_or_donation_effort
728771306213265414	sympathy_and_support
729658483948302336	infrastructure_and_utility_damage
729050159393312768	caution_and_advice
732684355349434368	not_humanitarian
732558022246072320	rescue_volunteering_or_donation_effort
730021328342941696	rescue_volunteering_or_donation_effort
731202296210685952	infrastructure_and_utility_damage
732662103576875011	other_relevant_information
728707244779540480	rescue_volunteering_or_donation_effort
733020996177776641	displaced_people_and_evacuations
728578805959286784	rescue_volunteering_or_donation_effort
735892659504435200	rescue_volunteering_or_donation_effort
729380927923732482	other_relevant_information
730115410851463172	rescue_volunteering_or_donation_effort
730143304835272705	rescue_volunteering_or_donation_effort
735848536202313731	rescue_volunteering_or_donation_effort
730824010506768385	other_relevant_information
728697237153447936	infrastructure_and_utility_damage
728733444587429890	rescue_volunteering_or_donation_effort
732013993112555521	other_relevant_information
735884700351234048	rescue_volunteering_or_donation_effort
733479193179267072	rescue_volunteering_or_donation_effort
730473637602574336	rescue_volunteering_or_donation_effort
732352717813731328	displaced_people_and_evacuations
733413736686358528	infrastructure_and_utility_damage
733975887302037505	other_relevant_information
732962494252113920	sympathy_and_support
732996545654722560	rescue_volunteering_or_donation_effort
729659954001420288	rescue_volunteering_or_donation_effort
729839195921993730	rescue_volunteering_or_donation_effort
728604991397584896	infrastructure_and_utility_damage
730487576436592640	rescue_volunteering_or_donation_effort
728615170155614210	rescue_volunteering_or_donation_effort
728977776875847680	rescue_volunteering_or_donation_effort
729985764860141569	other_relevant_information
729874157928906752	other_relevant_information
728969146298294272	sympathy_and_support
731196823256195072	displaced_people_and_evacuations
728575162895859714	rescue_volunteering_or_donation_effort
729171364284903427	infrastructure_and_utility_damage
728739693865537536	other_relevant_information
732366176907464704	displaced_people_and_evacuations
730789648142716930	rescue_volunteering_or_donation_effort
732064794228854784	displaced_people_and_evacuations
730347558023925760	caution_and_advice
728706133439840256	rescue_volunteering_or_donation_effort
