tweet_id	class_label
798064896545996801	other_relevant_information
797913886527602688	caution_and_advice
797867944546025472	other_relevant_information
797958935126773760	sympathy_and_support
797813020567056386	infrastructure_and_utility_damage
798087856237314049	other_relevant_information
797865461991940096	sympathy_and_support
798594044343353344	rescue_volunteering_or_donation_effort
798833931084697601	rescue_volunteering_or_donation_effort
797911172305387521	caution_and_advice
798383302466007041	rescue_volunteering_or_donation_effort
797888775049199616	sympathy_and_support
797925449187758080	infrastructure_and_utility_damage
798027556041560064	sympathy_and_support
797796814149648384	caution_and_advice
797915816972795904	sympathy_and_support
797990642244694017	sympathy_and_support
798059444533792769	other_relevant_information
798598862621421570	infrastructure_and_utility_damage
798148696508506112	other_relevant_information
798011839233675264	sympathy_and_support
797877041760604160	other_relevant_information
797865038165852160	sympathy_and_support
771477690972942336	caution_and_advice
797882225207353346	caution_and_advice
797919910726729728	sympathy_and_support
798770009589698560	other_relevant_information
798356607763554304	infrastructure_and_utility_damage
800833072014901256	other_relevant_information
797877572155494402	other_relevant_information
798043551401582592	infrastructure_and_utility_damage
771440566953512960	sympathy_and_support
798064160101699584	infrastructure_and_utility_damage
797898486830145537	sympathy_and_support
797873628154970113	caution_and_advice
797798476906045440	displaced_people_and_evacuations
797797312441352192	sympathy_and_support
797963881406550017	caution_and_advice
797963854789505024	not_humanitarian
797871762776018944	caution_and_advice
798249949733359616	infrastructure_and_utility_damage
797974840925749248	sympathy_and_support
797851086279147520	caution_and_advice
797793237767319552	caution_and_advice
798645104349040640	sympathy_and_support
798347803973980160	rescue_volunteering_or_donation_effort
798073550384992256	not_humanitarian
799872348291633152	sympathy_and_support
798687700844822528	infrastructure_and_utility_damage
798049123685449728	infrastructure_and_utility_damage
798277386928328704	sympathy_and_support
797890233266114560	sympathy_and_support
797909819512344577	other_relevant_information
797959015577882629	caution_and_advice
798236564757315585	other_relevant_information
798158467240370176	sympathy_and_support
800524133620555776	sympathy_and_support
798412719963701252	rescue_volunteering_or_donation_effort
797872214833971201	not_humanitarian
797932232803389440	requests_or_urgent_needs
798342891508678656	caution_and_advice
800571809821138944	rescue_volunteering_or_donation_effort
798388199290765315	other_relevant_information
800425525818724352	sympathy_and_support
798005263319998465	sympathy_and_support
798451640261115905	injured_or_dead_people
798038402700439552	not_humanitarian
797855552206295040	infrastructure_and_utility_damage
798640998746161152	rescue_volunteering_or_donation_effort
797815388037779456	other_relevant_information
797928362928848897	infrastructure_and_utility_damage
798759968635617280	caution_and_advice
798315818131955712	infrastructure_and_utility_damage
797796404936613888	caution_and_advice
797962975805980673	other_relevant_information
797994571279929344	infrastructure_and_utility_damage
797871056685932544	other_relevant_information
798659687231033344	rescue_volunteering_or_donation_effort
798674074805436416	infrastructure_and_utility_damage
797818601264644096	not_humanitarian
797805152040194048	injured_or_dead_people
798037491949256704	sympathy_and_support
798220714432024576	other_relevant_information
798024685908672512	sympathy_and_support
800206435334299649	sympathy_and_support
797965901622411264	infrastructure_and_utility_damage
798348492984827904	not_humanitarian
797878812348325888	other_relevant_information
798059628961480704	sympathy_and_support
798666915073753088	not_humanitarian
798333169921445888	infrastructure_and_utility_damage
797803360581627908	other_relevant_information
798029701994266624	infrastructure_and_utility_damage
797833562615517184	not_humanitarian
797790664259833856	other_relevant_information
797804567781965828	caution_and_advice
798001950394462209	other_relevant_information
771430900957536256	caution_and_advice
797907979366371328	sympathy_and_support
797812997179711489	sympathy_and_support
797885411230097408	injured_or_dead_people
771451745843027968	caution_and_advice
798072416702369792	displaced_people_and_evacuations
797913770173427712	other_relevant_information
800457247847419905	not_humanitarian
797921615140954112	infrastructure_and_utility_damage
798054415332577281	infrastructure_and_utility_damage
798038910840422400	not_humanitarian
797930611390304256	injured_or_dead_people
800421476834738176	other_relevant_information
798023310613348352	sympathy_and_support
797798868557541376	infrastructure_and_utility_damage
798373885083205633	other_relevant_information
771447564960792576	caution_and_advice
797911313942859781	caution_and_advice
797946272795672576	sympathy_and_support
797798688617730048	displaced_people_and_evacuations
798749185189167104	not_humanitarian
798256738352787458	infrastructure_and_utility_damage
798364569223589889	infrastructure_and_utility_damage
797918290244866048	infrastructure_and_utility_damage
797968400081264640	infrastructure_and_utility_damage
798785416379801601	rescue_volunteering_or_donation_effort
800485154502414336	infrastructure_and_utility_damage
797922108122615808	sympathy_and_support
798799091719208961	caution_and_advice
797877698399866880	not_humanitarian
798686926962233344	sympathy_and_support
798022067346018304	other_relevant_information
798337934097195009	infrastructure_and_utility_damage
797803654032068608	not_humanitarian
798415287901102080	rescue_volunteering_or_donation_effort
797791391086559232	caution_and_advice
797963755384471552	infrastructure_and_utility_damage
797911062171435009	rescue_volunteering_or_donation_effort
798066628722233345	infrastructure_and_utility_damage
771454724251918336	caution_and_advice
797821993710034944	caution_and_advice
797867282345103361	other_relevant_information
797918020907581440	caution_and_advice
797828035466514433	rescue_volunteering_or_donation_effort
797976198559068160	not_humanitarian
797818021842563073	infrastructure_and_utility_damage
797976873783283712	infrastructure_and_utility_damage
797909017867657216	not_humanitarian
797890540414996480	infrastructure_and_utility_damage
798463724189151232	not_humanitarian
797919991651700736	injured_or_dead_people
797859504620605440	sympathy_and_support
797994468251025410	infrastructure_and_utility_damage
797798947599200256	not_humanitarian
798274979053735936	injured_or_dead_people
798064076211372032	other_relevant_information
797861857729998849	infrastructure_and_utility_damage
797808131581485057	infrastructure_and_utility_damage
798009141822365696	not_humanitarian
771450069388107776	caution_and_advice
798208245802233856	sympathy_and_support
800872716102467584	caution_and_advice
797835156597784576	injured_or_dead_people
800602230290259968	rescue_volunteering_or_donation_effort
798152005315272704	other_relevant_information
797905177105678336	infrastructure_and_utility_damage
798028040940896257	rescue_volunteering_or_donation_effort
798672082770898944	rescue_volunteering_or_donation_effort
798595960192409600	displaced_people_and_evacuations
798021943337172992	other_relevant_information
798089215711924225	infrastructure_and_utility_damage
798031450100535298	injured_or_dead_people
798816763869687808	rescue_volunteering_or_donation_effort
798020357303123969	infrastructure_and_utility_damage
797810541389451264	caution_and_advice
797962500784340992	injured_or_dead_people
797818443911155712	not_humanitarian
798092884280885248	sympathy_and_support
