tweet_id,tweet_text,class_label,split,clean_text
911688986124521472,Communication lines down in Puerto Rico as officials rush to evacuate residents,displaced_people_and_evacuations,train,communication line puerto rico official rush evacuate resident
912458497035460609,RT @HydeNC: A mandatory visitor evacuation order for Ocracoke Island will go into effect at 5am tomorrow 9/25/17 in advance of hurricane Ma,displaced_people_and_evacuations,train,mandatory visitor evacuation order ocracoke island go effect tomorrow advance hurricane
911595133258178560,RT @standardnews: Thousands flee homes over fears of deadly dam collapse in Puerto Rico,displaced_people_and_evacuations,train,thousand flee home fear deadly dam collapse puerto rico
912270142960230400,Hurricane Maria prompts evacuations on North Carolina coast,displaced_people_and_evacuations,train,hurricane maria prompt evacuation north carolina coast
911535906275737600,Philadelphia Prepares for Hurricane Maria Evacuees  #philly,displaced_people_and_evacuations,train,philadelphia prepares hurricane maria evacuee philly
912143243478994944,South Carolina hospitals to receive patients from islands destroyed by Hurricane Maria,displaced_people_and_evacuations,train,south carolina hospital receive patient island destroyed hurricane maria
911691528006971392,Communication lines down in #PuertoRico as officials rush to evacuate residents living downstream of failing Dam,displaced_people_and_evacuations,train,communication line puertorico official rush evacuate resident living downstream failing dam
911672314823102464,@NBCNews Hurricane Maria Evacuees Arrive in South Florida,displaced_people_and_evacuations,train,hurricane maria evacuee arrive south florida
912289519508041728,Mandatory evacuation issued for Ocracoke Island ahead of Hurricane Maria  #MANDATORY #EVACUATION Hyde County issued,displaced_people_and_evacuations,train,mandatory evacuation issued ocracoke island ahead hurricane maria mandatory evacuation hyde county issued
911595349982183426,RT @peterbakernyt: Three towns in Puerto Rico being evacuated due to structural damage to dam. @FrancesRobles @LizetteNYT @marywalshnyt htt,displaced_people_and_evacuations,train,three town puerto rico evacuated due structural damage dam htt
912396460746043392,"Hurricane Maria: evacuation North Carolina OBX, Ocracoke  #Maria",displaced_people_and_evacuations,train,hurricane maria evacuation north carolina obx ocracoke maria
911506191385317376,BREAKING: Puerto Rico #Guajataca dam BURSTS sparking mass evacuation after Hurricane Maria,displaced_people_and_evacuations,train,breaking puerto rico guajataca dam burst sparking mass evacuation hurricane maria
912446241056940032,Hurricane Maria forces Puerto Rico residents to swim from their homes,displaced_people_and_evacuations,train,hurricane maria force puerto rico resident swim home
911543259268337664,More Canadians seeking evacuation after Hurricane Maria #RT,displaced_people_and_evacuations,train,canadian seeking evacuation hurricane maria
912302609108742145,Outer Banks Ocracoke Island under mandatory evacuation order as Hurricane Maria approaches,displaced_people_and_evacuations,train,outer bank ocracoke island mandatory evacuation order hurricane maria approach
912317963285475328,RT @virginianpilot: BREAKING: Evacuations ordered for Hatteras Island as Hurricane Maria approaches,displaced_people_and_evacuations,train,breaking evacuation ordered hatteras island hurricane maria approach
912970074738348032,"Downgraded but still dangerous: Maria brings wind, flooding to OBX; hundreds evacuated  - #Storm #News #HNG",displaced_people_and_evacuations,train,downgraded still dangerous maria brings wind flooding obx hundred evacuated storm news hng
913239987981832192,US Navy evacuates residents from storm-devastated Dominica  Days after Hurricane Maria levelled countless buildings,displaced_people_and_evacuations,train,u navy evacuates resident stormdevastated dominica day hurricane maria levelled countless building
912421315373621248,Visitors are ordered to leave parts of Outer Banks as Hurricane Maria approaches  #MANDATORY #EVACUATION Dare Count,displaced_people_and_evacuations,train,visitor ordered leave part outer bank hurricane maria approach mandatory evacuation dare count
912377975877890048,"Get ready for a Mass Exodus of American Citizen Refugees from Puerto Rico ἟5἟7 &amp; U.S. Virgin Islands ἟B἞E, can we handle 3 Million Refugees?",displaced_people_and_evacuations,train,get ready mass exodus american citizen refugee puerto rico u virgin island handle million refugee
