tweet_id,tweet_text,class_label,split,clean_text
910669838842056704,My heart breaks for the families in Puerto Rico and the Caribbean devastated by Hurricane Maria. Were praying for you! Estoy orando por ti!,sympathy_and_support,train,heart break family puerto rico caribbean devastated hurricane maria praying estoy orando por ti
910783391829598208,"RT @RachminiManning: My thoughts, love and prayers for everybody in Puerto Rico due to Hurricane Maria. Stay strong!",sympathy_and_support,train,thought love prayer everybody puerto rico due hurricane maria stay strong
914176943033024514,"And of course people have to do whatever they can to take care of themselves and neighbors, but we owe them to do everything we can as a country to help them in this moment, and to rebuild. What the president has done and said is shameful.",sympathy_and_support,train,course people whatever take care neighbor owe everything country help moment rebuild president done said shameful
910670014281342976,Goodnight! See you all tomorrow. Please send your prayers and thoughts to Puerto Rico as they are bombarded by Hurricane Maria.,sympathy_and_support,train,goodnight see tomorrow please send prayer thought puerto rico bombarded hurricane maria
910567884719558656,Its going to take a lot more than thoughts and prayers to make this better,sympathy_and_support,train,going take lot thought prayer make better
912319139418603520,Thoughts and prayers dont rebuild a US territory with 3.5 million residents without either electricity or running water.,sympathy_and_support,train,thought prayer dont rebuild u territory million resident without either electricity running water
913851657515126784,Watching the destructiveness of #Hurricane #Maria on Puerto Rico brings tears to my eyes! They need all of our help to recover from this!,sympathy_and_support,train,watching destructiveness hurricane maria puerto rico brings tear eye need help recover
913395834275983360,I have a favor to ask. This is from a reporter friend in my hometown. PLEASE RT to help get this ladys story out. They NEED HELP. Thanks.,sympathy_and_support,train,favor ask reporter friend hometown please help get lady story need help thanks
910615587751120896,"RT @AmyELCAadvo: Prayers for Puerto Rico, the Carribean and all places and people threatened by water, wind or fire",sympathy_and_support,train,prayer puerto rico carribean place people threatened water wind fire
912314049249103872,"Thoughts and prayers to Puerto Rico, USVI, and everyone else affected by Hurricane Maria. May you stay strong and be safe. #staystrong",sympathy_and_support,train,thought prayer puerto rico usvi everyone else affected hurricane maria may stay strong safe staystrong
914344047787040768,RT @SearcyTalk: Our thoughts &amp; prayers are w/ the victims of #HurricaneMaria. #PuertoRicoRelief @VincentCrivelli @CBS12,sympathy_and_support,train,thought prayer w victim hurricanemaria puertoricorelief
913082233027747846,ὤFἿE help those around the world that need you please,sympathy_and_support,train,fe help around world need please
912424264921440256,"My heart is breaking for Puerto Rico, stifling heat and no help. I hoped that after Katrina I would never see this again. #HelpPuertoRico",sympathy_and_support,train,heart breaking puerto rico stifling heat help hoped katrina would never see helppuertorico
913025760142782465,"@theLVguide I fully support a robust aid package to help #PuertoRico recover after the devastation of Hurricane Maria. The sooner, the better.",sympathy_and_support,train,fully support robust aid package help puertorico recover devastation hurricane maria sooner better
