tweet_id,tweet_text,class_label,split,clean_text
913088443198136320,Absolutely heartbreaking. Please do what you can to help. Find an organization you trust and give what you can.,requests_or_urgent_needs,train,absolutely heartbreaking please help find organization trust give
912389279703330816,RT @washingtonpost: ‘If anyone can hear us  help.’ Puerto Rico’s mayors describe widespread devastation from Hurricane Maria /,requests_or_urgent_needs,train,anyone hear u help puerto rico mayor describe widespread devastation hurricane maria
913756585981284353,"Ten days after #HurricaneMaria, the situation in #PuertoRico is even more dire. Pls contact your legislators. Puerto Rico needs help now.",requests_or_urgent_needs,train,ten day hurricanemaria situation puertorico even dire pls contact legislator puerto rico need help
913358228070846469,"Food, water and fuel are running out on the Puerto Rican island of Vieques. Fear is spreading",requests_or_urgent_needs,train,food water fuel running puerto rican island vieques fear spreading
913427756964249602,Help us help our Puerto Rico employees and their families who survived Hurricane Maria.,requests_or_urgent_needs,train,help u help puerto rico employee family survived hurricane maria
912378039341809667,They have no food. No water. No electricity. No gasoline. Hurry up and request the aid already. #PuertoRicoRelief,requests_or_urgent_needs,train,food water electricity gasoline hurry request aid already puertoricorelief
911559977441128449,"RT @LeJuan__James: Dear Followers, My island is hurting and its need of your help! Hurricane Maria is the largest natural disaster htt",requests_or_urgent_needs,train,dear follower island hurting need help hurricane maria largest natural disaster htt
912305596669423616,RT @SenRubioPress: I’ve asked @POTUS to provide necessary federal assistance to #PuertoRico to recover after #HurricaneMaria,requests_or_urgent_needs,train,ive asked provide necessary federal assistance puertorico recover hurricanemaria
911752479968284673,"RT @LordHDL: Reminder that millions of people, my parents included, need aid!",requests_or_urgent_needs,train,reminder million people parent included need aid
911739828022202368,"RT @JibaraSoy: We are running out of gas, food, water, there are people who NEED HELP. We have no signal #PuertoRico #SendHELP #HurricaneMa",requests_or_urgent_needs,train,running gas food water people need help signal puertorico sendhelp hurricanema
913850834638770178,RT @RosLehtinen: .@RepJenniffer makes it clear that #PuertoRico needs our help now in order 2 recover from #HurricaneMaria,requests_or_urgent_needs,train,make clear puertorico need help order recover hurricanemaria
911628206414880768,These images are heart breaking. Please take the time to look through this thread and remember that these are Americans. We need to help.,requests_or_urgent_needs,train,image heart breaking please take time look thread remember american need help
912318171469746176,"Hey @POTUS, professional tip: Focus on these American citizens. They need help, so do your job. #PortoRico It will increase your ratings.",requests_or_urgent_needs,train,hey professional tip focus american citizen need help job portorico increase rating
914173078065651713,They need help and 10 days to get to them isnt enough!,requests_or_urgent_needs,train,need help day get isnt enough
911736634948931586,They are also running low on food. Not acceptable as part of the U.S.,requests_or_urgent_needs,train,also running low food acceptable part u
914213951902187521,Thank you to the amazing men and women working tirelessly to bring relief to those in need. #PuertoRico #HurricaneMaria,requests_or_urgent_needs,train,thank amazing men woman working tirelessly bring relief need puertorico hurricanemaria
914015710850011136,Hey @FoxNews how about you report what is actually going on in #PuertoRico? People are dying. Cholera. They need help they arent getting.,requests_or_urgent_needs,train,hey report actually going puertorico people dying cholera need help arent getting
913209265749405697,"I live in Florida and I understand that its NOT 1st hit, 1st servedits a matter of who needs the most help FIRST!!!!! #HurricaneMaria",requests_or_urgent_needs,train,live florida understand st hit st servedits matter need help first hurricanemaria
912142245041713152,What is going to happen when these people run out of food and gasoline for the generators? This is an emergency &amp; the US fed gov is MIA,requests_or_urgent_needs,train,going happen people run food gasoline generator emergency u fed gov mia
910698417575399424,Please help the people of Dominica! The small island has been rocked by Hurricane Maria leaving them in shambles!,requests_or_urgent_needs,train,please help people dominica small island rocked hurricane maria leaving shamble
912324998978723840,"Fans of my show #BlackLove @FYI, @CynthiaBranchNYs grandparents need help #HurricaneMaria",requests_or_urgent_needs,train,fan show blacklove grandparent need help hurricanemaria
912267666232107009,"If anyone can hear us: HELP. Puerto Rico needs massive help to restore power, rescue stranded &amp; provide water &amp; food. #PuertoRicoRelief",requests_or_urgent_needs,train,anyone hear u help puerto rico need massive help restore power rescue stranded provide water food puertoricorelief
911997416488030208,"@realDonaldTrump Mr. President, 100s of 1000s of US citizens need help not twitter fights with NFL.",requests_or_urgent_needs,train,mr president u citizen need help twitter fight nfl
913049498330349574,so the PR still has to pay WAY more for the supplies they need to recover - hard to wrap my head around this disgusting decision,requests_or_urgent_needs,train,pr still pay way supply need recover hard wrap head around disgusting decision
913413595131633671,"#PuertoRico, where millions of Americans are left without power, access to food, clean water, or medical supplies. #climate #HurricaneMaria",requests_or_urgent_needs,train,puertorico million american left without power access food clean water medical supply climate hurricanemaria
