tweet_id,tweet_text,class_label,split,clean_text
910549451214872577,Hurricane Maria is ravaging the same islands Irma just devastated — photos show the damage  via @SciInsider,infrastructure_and_utility_damage,train,hurricane maria ravaging island irma devastated photo show damage via
913879154789056512,#SanLorenzo #PuertoRico left in isolation from outside world after roads washed out by #HurricaneMaria @Telemundo51 @lisettmarit51,infrastructure_and_utility_damage,train,sanlorenzo puertorico left isolation outside world road washed hurricanemaria
912123826217025536,"Our grading maps of #Dominica after #HurricaneMaria shows thousands of houses destroyed or severely damaged, collpased bridges &amp; roadblocks",infrastructure_and_utility_damage,train,grading map dominica hurricanemaria show thousand house destroyed severely damaged collpased bridge roadblock
913340133700767744,"In the USVI, Hurricane Maria Drowned after Irma Destroyed",infrastructure_and_utility_damage,train,usvi hurricane maria drowned irma destroyed
911620273488703488,RT @ItsJalissaG: Seeing all the damage hurricane Maria has done hurts my heart,infrastructure_and_utility_damage,train,seeing damage hurricane maria done hurt heart
910562603264602113,My dads home in Puerto Rico is completely destroyed from Hurricane Maria ὤ1,infrastructure_and_utility_damage,train,dad home puerto rico completely destroyed hurricane maria
911578790144421888,"Now that Maria has caused more damage to the Virgin Islands, Dominica, &amp; Puerto Rico, I will be updating this thread throughout the week",infrastructure_and_utility_damage,train,maria caused damage virgin island dominica puerto rico updating thread throughout week
910648665022369792,RT @eveahe: Once were able to go outside were going to find our island destroyed.,infrastructure_and_utility_damage,train,able go outside going find island destroyed
912408064535363590,#Univision map offers up-to-date info about damage in #PuertoRico  via @engadget,infrastructure_and_utility_damage,train,univision map offer uptodate info damage puertorico via
911780514801094657,Water still flooding parts of the Baldorioty on way to SJU airport to pick. #PuertoRico #HurricaneMaria #HuracanMaria (Video 2),infrastructure_and_utility_damage,train,water still flooding part baldorioty way sju airport pick puertorico hurricanemaria huracanmaria video
910719187504394240,"RT @LiveStormsMedia: 9-20-2017 San Juan, Puerto Rico Hurricane Maria damage, flooding, clean up:  via @YouTube",infrastructure_and_utility_damage,train,san juan puert ric hurrican mari damag flooding cle up via
914493067025149953,"By the numbers: Hurricane Maria damage, recovery in Puerto Rico: As of Satu.. #usa #news",infrastructure_and_utility_damage,train,number hurricane maria damage recovery puerto rico satu usa news
910790000467361793,The Island Is Destroyed: Hurricane Maria leaves 100 per cent of Puerto Rico without power  .,infrastructure_and_utility_damage,train,island destroyed hurricane maria leaf per cent puerto rico without power
910638128297385984,This is the most WSJ article ever. (Emergency officials say that the whole of Puerto Rico was destroyed by Maria):,infrastructure_and_utility_damage,train,wsj article ever emergency official say whole puerto rico destroyed maria
913962908890959872,"Roads gradually improving, @RadioFreeTom, but still no easy way around the island, or to the interior.",infrastructure_and_utility_damage,train,road gradually improving still easy way around island interior
