tweet_id,tweet_text,class_label,split,clean_text
914524833047810048,Democrats R soevil! KILLING own people Puerto Ricos cop telling the truth about Hurricane Marias aid  via @YouTube,not_humanitarian,train,democrat r soevil killing people puerto rico cop telling truth hurricane maria aid via
912418412349050881,"RT @9ablo: 5 days after #HurricaneMaria Gov @RicardoRossello has finally established communication with all of the 78 mayors, says @SecAsun",not_humanitarian,train,day hurricanemaria gov finally established communication mayor say
912432288822026240,"Nobody knows in America Puerto Ricos in America Including, apparently, Donald Trump -West Side Story, 1957 #HurricaneMaria #Sondheim #wow",not_humanitarian,train,nobody know america puerto rico america including apparently donald trump west side story hurricanemaria sondheim wow
913255924298592256,"The Latest Maria, 9 days a hurricane, now a tropical storm. #TODAY",not_humanitarian,train,latest maria day hurricane tropical storm today
912058664453836800,"Trump hasnt even mentioned hurricane Maria damage to Puerto Rico. Not enough white Trump voters there to be concerned about, I guess",not_humanitarian,train,trump hasnt even mentioned hurricane maria damage puerto rico enough white trump voter concerned guess
913717955011207168,Is the lackluster response to hurricane damage in Puerto Rico a race or is it a punishment for the territorys debt to Wall Street. #Maria,not_humanitarian,train,lackluster response hurricane damage puerto rico race punishment territory debt wall street maria
914546987663597570,"RT @MarchofDimesPrz: San Juan mayor: When you dont have food to feed a baby, this is not a good news story",not_humanitarian,train,san juan mayor dont food feed baby good news story
914537922837262336,Hey Trumpers your #Viagra is made in #PuertoRico Hope roads get fixed #MAGA,not_humanitarian,train,hey trumpers viagra made puertorico hope road get fixed maga
914145458343133185,Trump attacking San Juan mayor but takes no responsibility for his role in the deaths of Americans in PR- So typical!,not_humanitarian,train,trump attacking san juan mayor take responsibility role death american pr typical
911672501360562176,@realDonaldTrump Dont you have something better to do than pick on athletes? Last I heard Puerto Rico was destroyed by Hurricane Maria.,not_humanitarian,train,dont something better pick athlete last heard puerto rico destroyed hurricane maria
914948398243041280,"Refugees? They are americans, they are USA citizens. Your ignorance is insane.",not_humanitarian,train,refugee american usa citizen ignorance insane
912351477858844672,The prez. should be calling up a lot more assistance for Puerto Rico instead of worrying about athletes kneeling.,not_humanitarian,train,prez calling lot assistance puerto rico instead worrying athlete kneeling
913214711386316800,@abc @nbc @CNN @MSNBC @CBSNews @pbsnews @weatherchannel you need to spread REAL news about ongoing REAL help @POTUS has been sending to PR.,not_humanitarian,train,need spread real news ongoing real help sending pr
912372553456402432,"Hurricane Maria hit Puerto Rico, USA 20 Sept 2017. Today 25 Sept 2017, the president has failed to send any critical/needed aid.",not_humanitarian,train,hurricane maria hit puerto rico usa sept today sept president failed send criticalneeded aid
912278048896114689,"Imagine if @realDonaldTrump did his job and focused on getting aid to these citizens, instead of tweeting about athletes free speech.",not_humanitarian,train,imagine job focused getting aid citizen instead tweeting athlete free speech
914936260170575872,We trust @Teamsters not efforts to defame #unions #atthetable17 #PuertoRico @WomenLegisLobby @erictheteamster,not_humanitarian,train,trust effort defame union atthetable puertorico
914635089232920577,RT @Avraham5772: Hillary is a Jezebel of our times.,not_humanitarian,train,hillary jezebel time
914105803543597056,@realDonaldTrump thier are people dying because of Hurricane Maria and now because of you.Kids are going to bed hungry scared praying for the USA to help.,not_humanitarian,train,thier people dying hurricane maria youkids going bed hungry scared praying usa help
912431380633661443,Can you please answer this @realDonaldTrump Americans are donating but PR needs help &amp; resources from the US govt. NOW! #PuertoRicoRelief,not_humanitarian,train,please answer american donating pr need help resource u govt puertoricorelief
914179210356326401,@realDonaldTrump These are PUERTO RICANS clearing up roads. If only your tongue would lead with compassion instead of ignorance. #PuertoRico #HurricaneMaria,not_humanitarian,train,puerto ricans clearing road tongue would lead compassion instead ignorance puertorico hurricanemaria
913106598813462530,Wow that is certainly is inappropriate for a president to deny Aid to people who are in need #POTUSTrump #PuertoRico #HurricaneMaria,not_humanitarian,train,wow certainly inappropriate president deny aid people need potustrump puertorico hurricanemaria
913231617124110336,your president refuses to allow outside aid because of a fucking 1920 lawthat he refuses to lift,not_humanitarian,train,president refuse allow outside aid fucking lawthat refuse lift
914956278430076935,RT @snopes: Did Puerto Rico’s Teamsters Union Go on Strike During Hurricane Maria Relief Efforts?,not_humanitarian,train,puerto rico teamster union go strike hurricane maria relief effort
912148068471947265,"So we have our own PR #refugees will Trump announce that 40,000-50,000 additional third-worlders will begin arriving in one week. Optics!",not_humanitarian,train,pr refugee trump announce additional thirdworlders begin arriving one week optic
914101855025860608,RT @Welcome2theBX: We can drop drones on brown people in the Middle East but we cant airdrop food &amp; supplies to American citizens #Hurrica,not_humanitarian,train,drop drone brown people middle east cant airdrop food supply american citizen hurrica
912372868108996609,"No, this is real news about 3.4 million Americans in desperate conditions.  But Trump tweets abt NFL",not_humanitarian,train,real news million american desperate condition trump tweet abt nfl
913779101697224704,This article has information you need to know. #PuertoRico,not_humanitarian,train,article information need know puertorico
914721101833523201,Parents can do anything if the kids are in school  Ask teachers unions to help establish parent run schools with hired teachers.,not_humanitarian,train,parent anything kid school ask teacher union help establish parent run school hired teacher
912237611460317185,RT @GFDougie: @Kroger #sucks w/ #CustomerService! Dont think you can get answers on basic questions! #glutenfree #donations to #shelters #,not_humanitarian,train,suck w customerservice dont think get answer basic question glutenfree donation shelter
914688126890725376,@RepAdamSchiff STOP YOUR SICK ATTACKS ON TRUMP AND DELIVER THE FOOD WE KNOW YOU ARE THE ONES STOPPING IT,not_humanitarian,train,stop sick attack trump deliver food know one stopping
912985435655286784,"RT @JMA_Solutions: #AirTraffic slowly returns to Puerto Rico, but dire conditions continue after Maria #Aviation #HurricaneMaria #FAA http",not_humanitarian,train,airtraffic slowly return puerto rico dire condition continue maria aviation hurricanemaria faa
913762259582820355,RT @arelisrhdz: I can’t tell you how many times I’ve heard the word unprecedented” to describe Hurricane #Maria from government officials,not_humanitarian,train,cant tell many time ive heard word unprecedented describe hurricane maria government official
914332767407759366,Here is the timeline for Puerto Rico aid !!!! Loberalnleft lying as always,not_humanitarian,train,timeline puerto rico aid loberalnleft lying always
913893496498647040,"This is an island, surrounded by water. -Trumpy #WhatAGenius",not_humanitarian,train,island surrounded water trumpy whatagenius
912324833547096064,@AmericanAir So I should plan my January vacation around this? Thanks.,not_humanitarian,train,plan january vacation around thanks
914198606659424256,@RepJoeKennedy Wow! What BS words from you. Does this mean you are flying to Puerto Rico and flip burgers for the Hurricane Maria victims? Yeah right.,not_humanitarian,train,wow b word mean flying puerto rico flip burger hurricane maria victim yeah right
914161380936212480,@relished @thehill @SenWarren So what could @realDonaldTrump send in ships before the storm so they could be destroyed in #HurricaneMaria? Think.,not_humanitarian,train,could send ship storm could destroyed hurricanemaria think
914366959927533568,cc @jaketapper The PR lady cop is crying over how the mayor and gov have politicized this by holding up supplies. SHAME,not_humanitarian,train,cc pr lady cop cry mayor gov politicized holding supply shame
914688413080674304,@SenSchumer WE ALL KNOW YOU ARE THE DEMONS THAT ARE PREVENTING THE FOOD TO STARVING PPL DELIVER THE FOOD,not_humanitarian,train,know demon preventing food starving ppl deliver food
912357651077648385,#trump and his #maga cronies are not going to outrun the devastation of not helping #HurricaneMaria victims in #PuertoRico.. #TrumpsKatrina,not_humanitarian,train,trump maga crony going outrun devastation helping hurricanemaria victim puertorico trumpskatrina
912153434970820608,"RT @ChozenOnee_: You see this , this is your job @realDonaldTrump help these people man what the hell! @BarackObama please step in /",not_humanitarian,train,see job help people man hell please step
914181351586304000,"RT @jamiedupree: From his New Jersey golf retreat, Trump stirs fight over Puerto Rico disaster relief effort",not_humanitarian,train,new jersey golf retreat trump stir fight puerto rico disaster relief effort
913035570586075137,@realDonaldRTrump shouldnt go visit! He should send people who will work to really aid these Americans.,not_humanitarian,train,shouldnt go visit send people work really aid american
913282386913239040,RT @Lucid00: This is why I talk of the distributed web and P2P messengers,not_humanitarian,train,talk distributed web pp messenger
914401920965541888,RT @geoffb5: Democrats will starve you if it helps them politically.,not_humanitarian,train,democrat starve help politically
913579026958168064,"Right, Ivanka, why didnt you get daddy to help the people in disaster areas instead of ranting about NFL? Too bad youre not helping.",not_humanitarian,train,right ivanka didnt get daddy help people disaster area instead ranting nfl bad youre helping
913021203392077825,Apparently reading comprehension is not a thing anymore. IT SAYS THE PORT IS DAMAGED.,not_humanitarian,train,apparently reading comprehension thing anymore say port damaged
913241813774987265,@ImJustAMel @TheMeemStreams @MarcAnthony  Of course the truth on Trumps aid was not gonna get reported! @POTUS has done all he possibly can!἟A἟8ὄAἿB,not_humanitarian,train,course truth trump aid gonna get reported done possibly canaab
