tweet_id,tweet_text,class_label,split,clean_text
914134332226330625,San Juan: Trump lashes out with good reason. #PuertoRico has NEVER received more aid faster.,other_relevant_information,train,san juan trump lash good reason puertorico never received aid faster
910783670134476800,Hurricane Maria Live Updates: Catastrophic Flooding in Puerto Rico by THE NEW YORK TIMES via NYT,caution_and_advice,train,hurricane maria live update catastrophic flooding puerto rico new york time via nyt
912134938727780355,"Getting food to the island is, obviously, critical.",rescue_volunteering_or_donation_effort,train,getting food island obviously critical
910669838842056704,My heart breaks for the families in Puerto Rico and the Caribbean devastated by Hurricane Maria. Were praying for you! Estoy orando por ti!,sympathy_and_support,train,heart break family puerto rico caribbean devastated hurricane maria praying estoy orando por ti
912287091026997248,"#B-FAST sending medical, reconstruction &amp; water purification equipment in #Dominica to support victims of hurricane #Maria",rescue_volunteering_or_donation_effort,train,bfast sending medical reconstruction water purification equipment dominica support victim hurricane maria
910783391829598208,"RT @RachminiManning: My thoughts, love and prayers for everybody in Puerto Rico due to Hurricane Maria. Stay strong!",sympathy_and_support,train,thought love prayer everybody puerto rico due hurricane maria stay strong
913032371435433984,DONATE to help Puerto Rico/USVI-where our fellow Americans need us right now Join @BarackObama @  TY @common,rescue_volunteering_or_donation_effort,train,donate help puerto ricousviwhere fellow american need u right join ty
914175720968028161,@alan5422 @nytimes U.S. boots have been on the ground working to help #PuertoRico since at least 9/21/17. Per the DOD.,rescue_volunteering_or_donation_effort,train,u boot ground working help puertorico since least per dod
910549451214872577,Hurricane Maria is ravaging the same islands Irma just devastated — photos show the damage  via @SciInsider,infrastructure_and_utility_damage,train,hurricane maria ravaging island irma devastated photo show damage via
914176943033024514,"And of course people have to do whatever they can to take care of themselves and neighbors, but we owe them to do everything we can as a country to help them in this moment, and to rebuild. What the president has done and said is shameful.",sympathy_and_support,train,course people whatever take care neighbor owe everything country help moment rebuild president done said shameful
913879154789056512,#SanLorenzo #PuertoRico left in isolation from outside world after roads washed out by #HurricaneMaria @Telemundo51 @lisettmarit51,infrastructure_and_utility_damage,train,sanlorenzo puertorico left isolation outside world road washed hurricanemaria
914524833047810048,Democrats R soevil! KILLING own people Puerto Ricos cop telling the truth about Hurricane Marias aid  via @YouTube,not_humanitarian,train,democrat r soevil killing people puerto rico cop telling truth hurricane maria aid via
912385296557334530,Is our Government really going forsake these wonderful US Citizens. Send help for goodness sake. Think of the children,rescue_volunteering_or_donation_effort,train,government really going forsake wonderful u citizen send help goodness sake think child
912218742930550784,Currently affected by a power outage? Be sure to follow these steps to ensure maximum safety of food products. #HurricaneMaria,caution_and_advice,train,currently affected power outage sure follow step ensure maximum safety food product hurricanemaria
912123826217025536,"Our grading maps of #Dominica after #HurricaneMaria shows thousands of houses destroyed or severely damaged, collpased bridges &amp; roadblocks",infrastructure_and_utility_damage,train,grading map dominica hurricanemaria show thousand house destroyed severely damaged collpased bridge roadblock
913047145225375745,"From the South: .@EduardomteleSUR: Some communities havent had access to water since Irma, and now Hurricane Maria has worsened things.",other_relevant_information,train,south community havent access water since irma hurricane maria worsened thing
911688986124521472,Communication lines down in Puerto Rico as officials rush to evacuate residents,displaced_people_and_evacuations,train,communication line puerto rico official rush evacuate resident
913171275190870016,"RING THE ISLAND WITH NAVAL VESSELS, A/C CARRIERS FOR AIR EVAC, HOSPITAL SHIPS TO AID THE HOSPITALS AND INJURED AND LAND AMPHIBIOUS VEHICLES!",other_relevant_information,train,ring island naval vessel ac carrier air evac hospital ship aid hospital injured land amphibious vehicle
912413151571972096,Puerto Rico Hurricane Maria Relief Fund M&amp;T Bank Account # 9873254693,other_relevant_information,train,puerto rico hurricane maria relief fund mampt bank account
913406667705876481,#HMCSStJohns is working with Dominican officials as it helps with #HurricaneMaria relief on the island.,rescue_volunteering_or_donation_effort,train,hmcsstjohns working dominican official help hurricanemaria relief island
914642411854458880,MAKE IT VIRAL. PR Mayor blocking FOOD- TEARFUL PRs cop telling the truth about Hurricane Marias aid  via @YouTube,other_relevant_information,train,make viral pr mayor blocking food tearful pr cop telling truth hurricane maria aid via
913340133700767744,"In the USVI, Hurricane Maria Drowned after Irma Destroyed",infrastructure_and_utility_damage,train,usvi hurricane maria drowned irma destroyed
913396628647825409,The Pennsylvania National Guard has sent 14 crew members to assist Puerto Rico in the aftermath of Hurricane Maria.,rescue_volunteering_or_donation_effort,train,pennsylvania national guard sent crew member assist puerto rico aftermath hurricane maria
914205589047259136,.@USArmy #soldiers of the 602nd ASMC @FtBraggNC return to #USVI to provide medical assistance for #HurricaneMaria #ReliefEfforts.,other_relevant_information,train,soldier nd asmc return usvi provide medical assistance hurricanemaria reliefefforts
911970106321842176,looking to donate to #puertorico #hurricanemaria relief #pr,rescue_volunteering_or_donation_effort,train,looking donate puertorico hurricanemaria relief pr
913088443198136320,Absolutely heartbreaking. Please do what you can to help. Find an organization you trust and give what you can.,requests_or_urgent_needs,train,absolutely heartbreaking please help find organization trust give
910670014281342976,Goodnight! See you all tomorrow. Please send your prayers and thoughts to Puerto Rico as they are bombarded by Hurricane Maria.,sympathy_and_support,train,goodnight see tomorrow please send prayer thought puerto rico bombarded hurricane maria
912389279703330816,RT @washingtonpost: ‘If anyone can hear us  help.’ Puerto Rico’s mayors describe widespread devastation from Hurricane Maria /,requests_or_urgent_needs,train,anyone hear u help puerto rico mayor describe widespread devastation hurricane maria
914821464427257857,"RT @julito77: Will country be just as horrified when we begin to discover that death toll from #HurricaneMaria in #PuertoRico was never 16,",injured_or_dead_people,train,country horrified begin discover death toll hurricanemaria puertorico never
913756585981284353,"Ten days after #HurricaneMaria, the situation in #PuertoRico is even more dire. Pls contact your legislators. Puerto Rico needs help now.",requests_or_urgent_needs,train,ten day hurricanemaria situation puertorico even dire pls contact legislator puerto rico need help
910745517927403522,RT @MavsFansForLife: #Mavs PG J.J. Barea (@jjbareapr) started a fund to help the people affected by Hurricane Maria. The goal is $100K. htt,rescue_volunteering_or_donation_effort,train,mavs pg jj barea started fund help people affected hurricane maria goal k htt
911620273488703488,RT @ItsJalissaG: Seeing all the damage hurricane Maria has done hurts my heart,infrastructure_and_utility_damage,train,seeing damage hurricane maria done hurt heart
910562603264602113,My dads home in Puerto Rico is completely destroyed from Hurricane Maria ὤ1,infrastructure_and_utility_damage,train,dad home puerto rico completely destroyed hurricane maria
913358228070846469,"Food, water and fuel are running out on the Puerto Rican island of Vieques. Fear is spreading",requests_or_urgent_needs,train,food water fuel running puerto rican island vieques fear spreading
914668099768422401,RT :Puerto Ricos cop telling the truth about Hurricane Marias aid San Joses mayor refuses to distribute Trumps Aid to her people !!!,other_relevant_information,train,puerto rico cop telling truth hurricane maria aid san joses mayor refuse distribute trump aid people
914233070416535552,"@Dreamweasel Ive seen itwhy didnt they just stock their supplies better?check their pantries, garages, sheds, etc.",other_relevant_information,train,ive seen itwhy didnt stock supply bettercheck pantry garage shed etc
911578790144421888,"Now that Maria has caused more damage to the Virgin Islands, Dominica, &amp; Puerto Rico, I will be updating this thread throughout the week",infrastructure_and_utility_damage,train,maria caused damage virgin island dominica puerto rico updating thread throughout week
913369714025365504,RT @USArmyNorth: TF MEDEVAC Soldier talks preparation for assisting those affected by #HurricaneMaria as part of #USArmy assistance.,rescue_volunteering_or_donation_effort,train,tf medevac soldier talk preparation assisting affected hurricanemaria part usarmy assistance
911892381095604225,Marc Anthony and JLo are joining forces again to help Puerto Rico after the horrific devastation of #HurricaneMaria.,rescue_volunteering_or_donation_effort,train,marc anthony jlo joining force help puerto rico horrific devastation hurricanemaria
913427756964249602,Help us help our Puerto Rico employees and their families who survived Hurricane Maria.,requests_or_urgent_needs,train,help u help puerto rico employee family survived hurricane maria
913794705011433472,Al Jazeera English: Puerto Rico demands more aid after Hurricane Maria devastation.,other_relevant_information,train,al jazeera english puerto rico demand aid hurricane maria devastation
910648665022369792,RT @eveahe: Once were able to go outside were going to find our island destroyed.,infrastructure_and_utility_damage,train,able go outside going find island destroyed
912167013870600192,RT @USCGSoutheast: .@USCG Cutter Forward brings supplies and assistance to Puerto Rico following #HurricaneMaria,rescue_volunteering_or_donation_effort,train,cutter forward brings supply assistance puerto rico following hurricanemaria
912378039341809667,They have no food. No water. No electricity. No gasoline. Hurry up and request the aid already. #PuertoRicoRelief,requests_or_urgent_needs,train,food water electricity gasoline hurry request aid already puertoricorelief
911559977441128449,"RT @LeJuan__James: Dear Followers, My island is hurting and its need of your help! Hurricane Maria is the largest natural disaster htt",requests_or_urgent_needs,train,dear follower island hurting need help hurricane maria largest natural disaster htt
912408064535363590,#Univision map offers up-to-date info about damage in #PuertoRico  via @engadget,infrastructure_and_utility_damage,train,univision map offer uptodate info damage puertorico via
911724296539488256,RT @MorganRadford: Supplies &amp; Skills! @SamaritansPurse makes one of the *first* relief missions since #HurricaneMaria. @TodayShow,other_relevant_information,train,supply skill make one first relief mission since hurricanemaria
913410585584336896,"This Cat Cares, 2 of 2: Students collecting items for Puerto Rico and victims of Hurricane Maria.",rescue_volunteering_or_donation_effort,train,cat care student collecting item puerto rico victim hurricane maria
914062482930577409,"SAN JUAN — More than week after Hurricane Maria smashed through Puerto Rico, leaving at least 16 people dead, the",injured_or_dead_people,train,san juan week hurricane maria smashed puerto rico leaving least people dead
912305596669423616,RT @SenRubioPress: I’ve asked @POTUS to provide necessary federal assistance to #PuertoRico to recover after #HurricaneMaria,requests_or_urgent_needs,train,ive asked provide necessary federal assistance puertorico recover hurricanemaria
913033735435620352,Because God forbid we send aid simply because they’re HUMAN.,other_relevant_information,train,god forbid send aid simply theyre human
914982042479267846,RT @tinafoleymuelle: My thoughts are with all who are suffering in #LasVegasShootings and still trying to find some normalcy after #Hurrica,other_relevant_information,train,thought suffering lasvegasshootings still trying find normalcy hurrica
911752479968284673,"RT @LordHDL: Reminder that millions of people, my parents included, need aid!",requests_or_urgent_needs,train,reminder million people parent included need aid
910567884719558656,Its going to take a lot more than thoughts and prayers to make this better,sympathy_and_support,train,going take lot thought prayer make better
912385008798781441,@AutoblogGreen 69 911T with a Stage 2-ish street tune and a KTM Duke 390. Then Id zero out my loans and give the rest to Hurricane Maria relief.,other_relevant_information,train,stage ish street tune ktm duke id zero loan give rest hurricane maria relief
913257310293712897,RT @11thHour: Tonights #LastThingBeforeWeGo? How to help those affected by Hurricane Maria in #PuertoRico  /,rescue_volunteering_or_donation_effort,train,tonight lastthingbeforewego help affected hurricane maria puertorico
912418412349050881,"RT @9ablo: 5 days after #HurricaneMaria Gov @RicardoRossello has finally established communication with all of the 78 mayors, says @SecAsun",not_humanitarian,train,day hurricanemaria gov finally established communication mayor say
911780514801094657,Water still flooding parts of the Baldorioty on way to SJU airport to pick. #PuertoRico #HurricaneMaria #HuracanMaria (Video 2),infrastructure_and_utility_damage,train,water still flooding part baldorioty way sju airport pick puertorico hurricanemaria huracanmaria video
914182319291777024,"RT @lillys_news: Puerto Rico Recovery a Tale of Two Islands; Supplies Flowing, but Not to Remote Areas",rescue_volunteering_or_donation_effort,train,puerto rico recovery tale two island supply flowing remote area
910654408249233408,Hurricane Maria Blamed for Two Deaths in Guadeloupe | Caribbean360,injured_or_dead_people,train,hurricane maria blamed two death guadeloupe caribbean
910719187504394240,"RT @LiveStormsMedia: 9-20-2017 San Juan, Puerto Rico Hurricane Maria damage, flooding, clean up:  via @YouTube",infrastructure_and_utility_damage,train,san juan puert ric hurrican mari damag flooding cle up via
914493067025149953,"By the numbers: Hurricane Maria damage, recovery in Puerto Rico: As of Satu.. #usa #news",infrastructure_and_utility_damage,train,number hurricane maria damage recovery puerto rico satu usa news
913182468836118528,"NEW: @FLGovScott to visit #PuertoRico Thursday, offering aid after Hurricane #Maria  @MiamiHerald (w/ @stevebousquet)",other_relevant_information,train,new visit puertorico thursday offering aid hurricane maria w
912432288822026240,"Nobody knows in America Puerto Ricos in America Including, apparently, Donald Trump -West Side Story, 1957 #HurricaneMaria #Sondheim #wow",not_humanitarian,train,nobody know america puerto rico america including apparently donald trump west side story hurricanemaria sondheim wow
912163680896167936,"RT @CDiggsKGUNWX: As expected, hurricane Maria continues moving north over cooler water &amp; will weaken as a result. Low effect on U.S. http",other_relevant_information,train,expected hurricane maria continues moving north cooler water weaken result low effect u
910570526585741312,Hurricane Maria: record flooding in Puerto Rico as Dominica reports seven dead – latest updates,injured_or_dead_people,train,hurricane maria record flooding puerto rico dominica report seven dead latest update
914129955222691840,While she stands in front of pallets of supplies..nice try @NBCNews,other_relevant_information,train,stand front pallet suppliesnice try
913790381527093249,Please help your fellow Americans in the US Virgin Islands Puerto Rico and people of Saint Croix St Thomas Dominica donate now,rescue_volunteering_or_donation_effort,train,please help fellow american u virgin island puerto rico people saint croix st thomas dominica donate
