tweet_id	class_label
721872405916856321	injured_or_dead_people
721920840800018432	rescue_volunteering_or_donation_effort
721851949344256000	sympathy_and_support
721720535030304769	injured_or_dead_people
721719197429035008	infrastructure_and_utility_damage
721718240217591810	injured_or_dead_people
722065419276787712	rescue_volunteering_or_donation_effort
722204361682743296	rescue_volunteering_or_donation_effort
722148354218704896	rescue_volunteering_or_donation_effort
721989586767912960	injured_or_dead_people
722050613933117440	infrastructure_and_utility_damage
722041703775899648	sympathy_and_support
721870276045180928	rescue_volunteering_or_donation_effort
721986050491596801	injured_or_dead_people
721568936219774981	infrastructure_and_utility_damage
721727367748718592	rescue_volunteering_or_donation_effort
722092380850098176	rescue_volunteering_or_donation_effort
721696150009573377	requests_or_urgent_needs
721770864530845696	rescue_volunteering_or_donation_effort
721905600347680768	injured_or_dead_people
721751500494618625	requests_or_urgent_needs
721899198795423744	injured_or_dead_people
721759369814126592	rescue_volunteering_or_donation_effort
721766047154614273	sympathy_and_support
721788455001264128	injured_or_dead_people
721741274886201345	rescue_volunteering_or_donation_effort
721633627147268097	sympathy_and_support
722065856205873152	other_relevant_information
722107489920118784	rescue_volunteering_or_donation_effort
721983390279282689	infrastructure_and_utility_damage
722198321222328324	rescue_volunteering_or_donation_effort
721808539950428160	injured_or_dead_people
722194930496618496	sympathy_and_support
722186893450952705	requests_or_urgent_needs
722079501673488385	injured_or_dead_people
721807908061777921	rescue_volunteering_or_donation_effort
721828303322161156	injured_or_dead_people
722083740902526976	injured_or_dead_people
721843974361755648	sympathy_and_support
722170751063834624	infrastructure_and_utility_damage
721844869220671488	injured_or_dead_people
721943967995039745	injured_or_dead_people
721721582398283776	sympathy_and_support
722034375408222208	injured_or_dead_people
721781451793031168	sympathy_and_support
721618653876084736	sympathy_and_support
721811454836490245	sympathy_and_support
721882327417253888	sympathy_and_support
721834394206478336	sympathy_and_support
721768833149747201	sympathy_and_support
722168788200906754	requests_or_urgent_needs
722076882842304512	injured_or_dead_people
722070783149916164	rescue_volunteering_or_donation_effort
722029938619129856	injured_or_dead_people
722158117325271041	sympathy_and_support
722208196115505152	rescue_volunteering_or_donation_effort
722135824167542785	injured_or_dead_people
